Team,ProspectName
Toronto,David Farrance
Toronto,David Tendeck
Toronto,Devante Stephens
Toronto,Filip Gustavsson
Toronto,Gage Ausmus
Toronto,Graham McPhee
Toronto,Harri Ilvonen
Toronto,Henrik Bjorklund
Toronto,Isaac Ratcliffe
Toronto,Jack Gorniak
Toronto,Jacob Moverare
Toronto,Jaden Lindo
Toronto,Jake Leschyshyn
Toronto,Jason Lynch
Toronto,Jean Levasseur
Toronto,Joel Daccord
Toronto,Joseph Woll
Toronto,Kasper Kotkansalo
Toronto,Kirill Ustimenko
Toronto,Luke Moffatt
Toronto,Malte Setkov
Toronto,Maxime Frechette
Toronto,Michael Schumacher
Toronto,Michael Zador
Toronto,Michal Valent
Toronto,Mikael Holmqvist
Toronto,Mitch Fadden
Toronto,Morgan Clark
Toronto,Nick Larson
Toronto,Nick Moutrey
Toronto,Nicklas Lasu
Toronto,Otto Kivenmaki
Toronto,Rasmus Bengtsson
Toronto,Riley Tufte
Toronto,Roy Radke
Toronto,Ryan Rehill
Toronto,Sam Jardine
Toronto,Skyler Brind'Amour
Toronto,Stephane Goulet
Toronto,Tomas Pospisil
Toronto,Tony Romano
Toronto,Vincent Desharnais
Toronto,Will O'Neill
Vancouver,Austen Brassard
Vancouver,Blake McLaughlin
Vancouver,Brady Gilmour
Vancouver,Branden Troock
Vancouver,Cameron Crotty
Vancouver,Carl Neill
Vancouver,Curtis Hall
Vancouver,Damien Giroux
Vancouver,Daniil Sobchenko
Vancouver,Erik Kallgren
Vancouver,Frederic Allard
Vancouver,J.P. Anderson
Vancouver,Jack Adams
Vancouver,Jakov Novak
Vancouver,Jan Kostalek
Vancouver,Jean Beaudin
Vancouver,Jonathan Ang
Vancouver,Justin Kea
Vancouver,Kevin Elgestal
Vancouver,Kody Clark
Vancouver,Kyle Burroughs
Vancouver,Kyle Pettit
Vancouver,Luke Martin
Vancouver,Marcus Davidsson
Vancouver,Mattias Elfstrom
Vancouver,Michael Gergen
Vancouver,Michael Karow
Vancouver,Nathan Noel
Vancouver,Noah Carroll
Vancouver,Olof Lindbom
Vancouver,Philip Nyberg
Vancouver,Sean Malone
Vancouver,Steven Hodges
Vancouver,Vili Saarijarvi
Vancouver,Zach Nagelvoort
Vancouver,Zachary Senyshyn
Vancouver,Ivan Morozov
Vancouver,Martin Kaut
Washington,Adam Fox
Washington,Cameron Clarke
Washington,Casey Fitzgerald
Washington,Cliff Pu
Washington,Collin Adams
Washington,Connor Dewar
Washington,D'Artagnan Joly
Washington,Dawson Barteaux
Washington,Dmitri Samorukov
Washington,Drake Rymsha
Washington,Jake Ryczek
Washington,Jan Jenik
Washington,Jeff Taylor
Washington,John Nyberg
Washington,Josiah Didier
Washington,Kris Oldham
Washington,Loik Leveille
Washington,Martin Necas
Washington,Martin Ouellette
Washington,Matthew Berkovitz
Washington,Michael Spacek
Washington,Miles Liberati
Washington,Nikita Shashkov
Washington,Paul Bittner
Washington,Philippe Hudon
Washington,Rem Pitlick
Washington,Rhett Holland
Washington,Sam Hentges
Washington,Samuel Houde
Washington,Seth Barton
Washington,Shamil Shmakov
Washington,Steven Shipley
Washington,Tom Novak
Washington,Tyler Beskorowany
Washington,Emilio Pettersen
Washington,Jakub Lauko
Washington,Kevin Bahl
Washington,Yegor Sokolov
Winnipeg,Adam Boqvist
Winnipeg,Akil Thomas
Winnipeg,Alexander Volkov
Winnipeg,Alexei Lipanov
Winnipeg,Allan McShane
Winnipeg,Brent Gates
Winnipeg,Bryce Misley
Winnipeg,Christopher Paquette
Winnipeg,Dennis Busby
Winnipeg,Gabriel Carlsson
Winnipeg,Guillaume Brisebois
Winnipeg,Gustav Lindstrom
Winnipeg,Jan Drozg
Winnipeg,Janne Kuokkanen
Winnipeg,Jansen Harkins
Winnipeg,Joe Wegwerth
Winnipeg,Joel Hofer
Winnipeg,Jordan Hollett
Winnipeg,Mario Ferraro
Winnipeg,Martin Pospisil
Winnipeg,Max Jones
Winnipeg,Max Zimmer
Winnipeg,Michael McLeod
Winnipeg,Mitchell Vande Sompel
Winnipeg,Nick Merkley
Winnipeg,Shawn Boudrias
Winnipeg,Wouter Peeters
Winnipeg,Calen Addison
Winnipeg,Jesperi Kotkaniemi
