name,teamName,age,it,sp,st,en,du,di,sk,pa,pc,df,sc,ex,ld
Ian Cole,Dallas,31,81,72,76,79,70,63,73,75,74,76,69,57,51
Ryan Reaves,Dallas,33,84,70,81,70,79,45,71,69,67,76,67,62,57
Dillon Heatherington,Dallas,24,69,70,66,69,60,45,70,69,69,65,62,32,33
Justin Bailey,Dallas,24,68,69,71,70,61,70,73,67,62,68,67,38,36
Christian Thomas,Dallas,27,65,72,65,69,61,67,68,68,63,68,63,32,28
Cory Schneider,Dallas,34,84,83,82,79,74,83,83,75,86,0,0,45,44
Marc Staal,Dallas,33,71,70,79,79,73,70,70,70,69,78,66,79,76
Kalle Kossila,Dallas,26,66,70,68,69,61,70,71,65,65,65,69,34,32
Kyle Clifford,Dallas,29,78,71,78,71,69,50,71,70,67,69,69,64,58
Matt Niskanen,Dallas,33,76,74,72,82,74,69,73,78,78,79,72,81,74
Mackenzie Skapski,Dallas,25,71,71,70,71,71,70,75,71,69,2,9,32,31
Noel Acciari,Dallas,28,80,69,70,74,67,68,74,68,61,65,68,38,38
Steve Mason,Dallas,31,76,75,79,79,75,72,79,74,81,0,0,50,48
Kris Versteeg,Dallas,33,66,75,65,75,67,67,75,75,75,70,71,73,65
Roman Polak,Dallas,33,82,70,80,79,71,66,70,70,68,76,66,76,67
Niklas Tikkinen,Dallas,25,68,63,66,68,69,61,67,60,65,71,70,26,25
Wayne Simmonds,Dallas,31,79,75,75,79,78,59,75,75,75,68,77,78,76
Jason Spezza,Dallas,36,64,69,72,76,73,69,68,74,75,67,72,94,89
Ryan O'Reilly,Dallas,29,70,78,72,85,77,80,76,82,84,73,77,71,65
Cedric Paquette,Dallas,26,83,72,73,73,68,59,72,68,62,70,69,45,42
Victor Hedman,Dallas,29,74,76,85,84,73,68,77,88,86,86,79,70,64
Sidney Crosby,Dallas,32,71,85,71,84,77,69,85,90,91,71,84,86,87
Chris Stewart,Dallas,32,71,72,79,72,70,59,73,71,69,67,71,72,65
Mason Raymond,Dallas,34,63,79,65,69,63,71,80,69,69,68,69,47,47
Tyler Ganly,Dallas,25,65,67,67,70,71,71,63,63,64,62,68,25,26
Brendan Ranford,Detroit,27,69,71,67,69,61,70,71,60,59,67,60,27,27
Michael Dal Colle,Detroit,23,64,63,70,70,60,70,66,70,68,64,68,30,30
Alan Quine,Detroit,27,68,71,70,71,64,74,70,72,70,67,65,36,33
Keaton Ellerby,Detroit,31,69,68,72,69,62,69,68,69,69,70,66,32,32
Danick Martel,Detroit,25,69,68,62,69,61,63,66,69,69,64,60,30,30
Nick Spaling,Detroit,31,69,70,67,69,63,72,70,69,69,70,66,40,40
Zach Bogosian,Detroit,29,74,73,78,81,67,66,73,74,71,76,68,66,64
Evan Rodrigues,Detroit,26,66,73,69,76,66,72,73,76,75,67,71,35,33
Nikolai Kulemin,Detroit,33,71,71,73,74,68,73,71,72,69,69,70,73,66
Anton Zlobin,Detroit,27,66,68,68,71,69,68,69,68,68,67,67,30,30
Petr Zamorsky,Detroit,27,68,66,66,66,67,68,64,66,64,66,65,28,28
Simon Fernholm,Detroit,25,68,66,77,70,65,69,65,62,62,69,61,25,25
Austin Madaisky,Detroit,28,69,65,66,68,67,65,67,64,65,65,65,27,27
Dennis Rasmussen,Detroit,29,69,67,71,70,66,73,67,67,62,70,63,39,37
Ales Hemsky,Detroit,36,65,74,65,70,65,70,73,70,70,65,70,87,76
Brandon Davidson,Detroit,28,73,67,71,75,65,69,66,64,64,72,68,40,37
Jiri Tlusty,Detroit,32,68,70,70,69,63,71,70,69,63,67,67,44,44
Matt Finn,Detroit,26,69,68,71,70,70,70,69,68,68,69,67,27,27
Steven Delisle,Detroit,29,69,63,69,65,60,65,65,66,65,65,64,27,27
Nikita Nesterov,Detroit,26,69,70,69,73,66,67,70,75,77,69,70,28,25
Tim Erixon,Detroit,29,64,69,72,69,62,69,72,67,65,71,65,30,28
Gleason Fournier,Detroit,28,65,65,66,65,67,69,64,66,64,64,63,27,27
Cody Rosen,Detroit,29,70,71,69,69,68,70,69,70,71,0,3,25,27
Jordan Weal,Detroit,27,64,73,68,74,66,72,74,73,75,69,71,37,35
Anthony Louis,Detroit,25,64,66,68,73,73,74,71,64,65,64,66,25,25
Reece Scarlet,Detroit,26,69,66,69,67,67,66,66,67,66,68,65,27,27
Chris Bigras,Detroit,25,65,68,69,72,61,69,70,63,62,66,64,33,31
Gustav Olofsson,Detroit,25,66,69,69,71,63,70,71,75,72,69,62,34,32
Tanner Lane,Detroit,27,65,68,68,65,68,68,66,67,66,64,63,26,26
Jean-Sebastien Dea,Detroit,26,70,68,68,70,61,66,72,67,62,66,70,30,30
Mark Owuya,Detroit,30,75,75,75,73,73,76,76,68,74,0,0,27,27
Matt Tomkins,Detroit,25,70,77,73,74,75,76,79,74,72,0,0,27,25
Nathan Walker,Detroit,26,69,67,68,69,61,60,71,68,64,66,67,30,30
Troy Grosenick,Detroit,30,77,79,79,76,74,76,77,74,78,0,0,30,30
Aleksander Barkov,Edmonton,24,71,78,78,85,70,79,77,87,85,77,80,50,57
Cameron Gaunce,Edmonton,30,70,67,74,70,61,55,65,70,69,67,67,29,28
Niklas Hansson,Edmonton,25,69,78,71,73,70,70,71,68,67,64,59,25,25
Vladimir Tarasenko,Edmonton,28,69,81,73,81,77,73,81,79,84,69,83,56,57
Connor McDavid,Edmonton,23,70,90,70,86,78,76,91,95,93,70,85,42,50
Duncan Keith,Edmonton,36,69,77,74,84,83,72,78,82,80,83,70,94,89
Claude Giroux,Edmonton,32,67,82,71,84,82,70,82,90,88,73,76,78,80
Artemi Panarin,Edmonton,28,65,81,67,83,82,74,80,87,89,70,79,44,42
Carson Soucy,Edmonton,25,69,67,71,69,61,66,68,60,59,67,62,31,32
Nikita Zaitsev,Edmonton,28,76,74,74,81,72,72,74,75,72,76,68,38,37
Brent Seabrook,Edmonton,34,74,74,81,81,80,71,74,78,80,79,71,94,90
Jordan Binnington,Edmonton,26,83,92,83,84,79,77,91,87,90,0,0,29,30
Conor Garland,Edmonton,24,68,73,63,74,65,70,74,70,72,69,74,25,25
Ryan Strome,Edmonton,26,69,76,70,77,74,68,75,75,73,69,73,51,48
Spencer Smallman,Edmonton,23,68,68,69,72,66,67,66,69,70,67,69,73,28
Anthony Richard,Edmonton,23,65,69,66,68,60,70,71,60,59,65,60,27,28
Connor Ingram,Edmonton,22,78,67,70,77,73,70,75,71,74,3,5,29,28
Shea Weber,Edmonton,34,77,74,83,84,69,69,74,78,80,85,81,86,87
Evgeny Dadonov,Edmonton,31,67,77,70,81,75,75,77,81,81,71,79,39,36
Mathieu Joseph,Edmonton,23,72,70,69,72,69,68,66,74,71,66,72,27,25
Connor Hobbs,Edmonton,23,70,69,68,65,70,66,67,70,71,64,69,26,25
John Carlson,Edmonton,30,72,77,79,84,76,75,77,87,83,78,77,69,63
John Gibson,Edmonton,26,90,89,87,85,80,75,88,80,92,0,0,35,35
Joshua Jacobs,Edmonton,24,67,72,70,73,67,65,72,65,65,70,60,25,25
William Karlsson,Edmonton,27,69,78,73,80,80,79,78,77,80,73,77,46,43
Alex Chiasson,Edmonton,29,71,72,76,76,70,67,73,74,71,69,73,54,50
Adam Erne,Edmonton,24,76,70,74,71,65,64,70,69,65,71,69,38,31
Emil Johansson,Edmonton,23,70,69,70,72,67,65,70,68,64,70,63,25,26
Reid Duke,Edmonton,24,69,67,71,70,61,66,68,68,66,65,66,25,25
Dakota Joshua,Edmonton,23,75,66,71,65,70,73,64,69,66,68,69,25,25
Dan Hamhuis,Edmonton,37,69,70,72,79,73,70,70,73,74,77,64,96,86
Emile Poirier,Edmonton,25,69,69,67,69,61,69,72,69,68,61,60,33,31
Frederick Gaudreau,Edmonton,26,63,69,73,69,64,75,72,64,62,68,61,32,30
Nikolaj Ehlers,Edmonton,24,66,78,72,78,72,71,78,78,81,71,78,44,42
Trevor Carrick,Edmonton,25,69,69,69,69,61,48,71,60,61,67,62,33,33
Tyler Ennis,Edmonton,30,68,80,58,74,67,70,81,73,72,65,71,63,56
Alexander Steen,Edmonton,36,70,74,73,81,73,69,75,78,80,72,74,88,79
Brian Dumoulin,Edmonton,28,74,74,74,80,72,76,74,75,77,77,67,46,42
Trevor Lewis,Edmonton,33,72,75,70,75,70,72,75,72,74,70,70,68,61
Tyler Wotherspoon,Edmonton,27,68,67,76,69,61,70,67,62,61,71,62,37,30
Logan Shaw,Edmonton,27,71,69,75,72,68,73,72,72,68,69,65,40,39
Justin Abdelkader,Florida,33,79,76,76,78,71,63,76,75,73,70,71,71,68
Ryan Miller,Florida,39,81,82,75,79,72,81,84,81,81,0,0,78,78
Travis Dermott,Florida,23,71,75,68,76,66,73,75,76,76,73,68,31,31
Brayden Point,Florida,24,67,79,68,81,74,74,78,82,84,76,82,38,37
Chris Terry,Florida,30,65,74,68,69,62,72,73,68,66,63,69,32,31
Anthony Peluso,Florida,30,77,67,76,65,62,45,68,64,59,59,61,40,36
Devan Dubnyk,Florida,33,88,88,92,82,78,77,88,81,87,0,0,43,43
Brandon Dubinsky,Florida,33,81,74,74,78,71,62,74,76,73,72,70,80,76
Nikita Soshnikov,Florida,26,71,74,69,71,63,69,71,66,61,71,66,35,33
Matt Puempel,Florida,27,64,67,70,68,63,68,69,64,57,69,69,35,32
Alex Lintuniemi,Florida,24,71,61,74,71,72,66,67,59,71,67,65,27,25
Victor Rask,Florida,27,67,70,74,76,69,76,73,74,76,69,70,49,46
Ryan Ellis,Florida,29,72,79,65,83,69,74,79,79,80,76,77,56,56
Chase De Leo,Florida,24,67,70,65,69,60,70,66,60,56,60,60,25,25
Max Gaede,Florida,27,66,67,68,67,67,69,66,66,66,64,65,27,27
Radek Faksa,Florida,26,75,72,77,77,77,67,74,75,74,72,72,42,40
Andrej Sekera,Florida,33,70,76,74,79,67,77,75,76,76,75,69,75,67
Matt Dumba,Florida,25,72,74,75,81,67,69,74,78,76,76,77,49,46
Joel Edmundson,Florida,26,77,70,77,79,69,65,69,72,69,75,69,42,40
Carl Soderberg,Florida,34,71,76,73,78,79,70,75,76,75,74,73,56,52
Kris Russell,Florida,32,75,76,67,81,72,74,75,75,71,77,67,77,69
Matt Grzelcyk,Florida,26,70,70,73,78,66,67,71,75,77,69,68,34,32
Andreas Athanasiou,Florida,25,65,85,72,77,69,70,84,75,74,68,77,40,38
Derek Stepan,Florida,29,69,76,71,82,77,75,77,80,81,70,73,68,67
Mikkel Boedker,Florida,30,67,80,68,76,72,77,80,77,75,69,71,70,63
Karl Alzner,Florida,31,73,71,77,79,68,74,71,71,68,76,65,73,66
Mike Amadio,Florida,23,69,65,70,71,68,68,73,64,67,70,68,25,27
Anthony Mantha,Florida,25,71,75,79,79,69,67,76,76,78,69,77,39,37
Kasimir Kaskisuo,Florida,26,69,72,69,72,73,75,78,72,73,1,3,30,29
Leon Draisaitl,Florida,24,70,77,77,84,77,72,79,86,85,70,85,46,43
Nick Paul,Florida,25,70,68,74,69,61,70,70,63,63,67,65,35,35
Justin Williams,Florida,38,70,70,72,79,82,68,70,78,82,73,75,99,99
Victor Olofsson,Florida,24,64,68,70,69,60,70,62,69,69,66,69,25,25
Victor Mete,Florida,21,64,76,65,76,67,75,75,73,74,74,62,32,31
Iiro Pakarinen,LosAngeles,28,70,72,71,68,65,75,71,61,56,66,63,39,36
Madison Bowey,LosAngeles,24,71,68,75,73,66,65,68,75,72,72,64,32,31
Troy Brouwer,LosAngeles,34,77,70,76,76,74,66,71,74,71,72,72,80,72
Nick Sorensen,LosAngeles,25,64,66,71,69,61,67,69,69,69,63,60,28,27
Richard Panik,LosAngeles,29,76,76,72,77,73,67,75,76,76,68,73,52,47
Austin Czarnik,LosAngeles,27,64,73,69,72,66,75,74,73,75,69,67,34,32
Guillaume Gelinas,LosAngeles,26,64,69,63,67,60,65,69,66,70,65,66,27,27
Anton Slepyshev,LosAngeles,25,69,72,70,71,65,75,73,71,66,68,68,36,34
Andrej Sustr,LosAngeles,29,66,67,77,75,66,69,72,71,68,74,66,51,47
Kasperi Kapanen,LosAngeles,23,70,82,71,77,65,73,82,72,73,69,74,34,32
Brayden McNabb,LosAngeles,29,81,70,78,78,70,65,71,71,72,77,69,50,46
Tobias Rieder,LosAngeles,27,69,77,68,77,73,79,77,74,73,69,69,49,46
Artur Gavrus,LosAngeles,26,69,67,64,67,65,68,63,66,62,65,67,29,30
Brendan Perlini,LosAngeles,23,67,72,75,74,68,69,72,72,71,68,74,37,36
David Desharnais,LosAngeles,33,65,78,58,75,69,72,78,76,76,67,69,65,58
Colin Smith,LosAngeles,26,65,68,69,66,61,70,68,60,59,66,60,28,25
Marek Hrivik,LosAngeles,28,69,68,68,70,61,70,65,70,65,65,60,32,30
Cody Payne,LosAngeles,26,69,66,68,68,66,69,65,64,66,64,65,26,26
Bill Arnold,LosAngeles,27,65,66,64,69,61,70,66,60,59,65,60,26,26
Alexander Petrovic,LosAngeles,28,80,70,78,74,67,58,70,71,69,77,63,46,41
Michael Grabner,LosAngeles,32,69,78,67,75,70,76,78,72,69,69,77,66,60
Eetu Laurikainen,LosAngeles,27,71,74,70,75,77,75,74,76,73,0,0,25,26
Andrey Makarov,LosAngeles,26,75,75,73,78,79,79,79,78,79,0,0,25,25
Nathan Beaulieu,LosAngeles,27,69,76,75,76,67,66,76,74,74,74,66,49,45
Patrik Berglund,LosAngeles,31,73,75,75,77,68,70,75,72,71,71,74,74,67
Brandon Alderson,LosAngeles,28,64,64,68,69,66,66,65,67,67,67,66,27,25
Emil Galimov,LosAngeles,27,69,69,69,69,67,70,67,69,71,70,70,28,27
Graham Black,LosAngeles,27,66,66,68,64,65,69,66,64,66,66,67,25,25
Jack Campbell,LosAngeles,28,80,83,81,78,74,78,81,78,82,0,0,27,27
Jordan Oesterle,LosAngeles,27,70,70,70,79,65,75,71,74,76,76,72,36,34
Jonathan Racine,LosAngeles,26,69,69,71,69,61,50,69,60,59,68,62,28,27
Nathan Gerbe,LosAngeles,32,69,79,55,69,63,69,79,69,69,63,69,57,51
Mike Aviani,LosAngeles,26,60,66,65,67,67,69,69,68,68,66,66,27,27
Kyle Beach,LosAngeles,30,74,68,74,70,65,45,70,70,66,60,71,25,25
Zack Mitchell,LosAngeles,27,70,68,68,70,61,70,68,66,60,66,67,33,33
Jeff Skinner,LosAngeles,27,69,80,70,80,79,69,82,77,80,68,82,66,61
Dylan Olsen,LosAngeles,29,55,70,73,61,62,72,69,60,59,71,53,31,28
Liam O'Brien,LosAngeles,25,69,67,71,68,61,45,69,66,60,69,65,34,31
Jordan Schroeder,LosAngeles,29,65,74,68,69,65,76,73,69,64,70,67,42,38
Joey Hishon,LosAngeles,28,65,75,63,69,61,70,71,68,63,67,66,26,25
Brandon Sutter,LosAngeles,31,69,73,74,80,68,77,74,72,70,72,71,72,70
Neal Pionk,LosAngeles,24,76,71,69,80,66,70,73,78,80,72,71,33,31
Sam Bennett,LosAngeles,23,76,72,71,76,74,63,76,74,74,69,72,47,45
David Musil,LosAngeles,26,69,66,70,69,61,69,67,69,69,66,62,27,27
Andrei Pedan,LosAngeles,27,71,66,72,66,68,67,68,67,68,67,64,28,28
Cody Eakin,LosAngeles,28,72,77,71,78,71,69,75,74,71,69,72,59,54
Jake Dotchin,Montreal,25,74,70,71,73,65,61,71,70,69,70,63,37,35
Chris Wideman,Montreal,30,69,72,71,71,66,66,74,73,74,73,71,40,38
Zachary Aston-Reese,Montreal,25,69,70,71,73,70,64,71,69,69,70,71,27,29
James Sheppard,Montreal,31,69,73,75,69,63,67,72,69,69,69,68,38,34
Fredrik Claesson,Montreal,27,73,72,72,73,66,71,72,69,66,75,66,37,35
Nicolas Petan,Montreal,25,69,70,67,73,70,71,70,70,70,69,64,36,37
Jordan Staal,Montreal,31,77,71,80,81,70,69,71,77,80,75,72,84,81
Andreas Borgman,Montreal,24,74,69,71,72,65,66,70,73,72,71,70,33,31
William Carrier,Montreal,25,81,68,77,69,66,63,69,63,62,70,67,38,35
Korbinian Holzer,Montreal,32,75,66,75,72,65,66,66,69,68,73,66,28,28
Eric Gryba,Montreal,31,84,65,80,74,65,60,65,68,68,76,64,49,45
Frederik Gauthier,Montreal,24,71,67,77,69,64,67,66,70,66,69,65,33,33
Connor Murphy,Montreal,26,77,72,74,78,69,68,71,72,68,70,67,49,47
Tim Schaller,Montreal,29,71,68,73,72,68,69,70,71,67,70,68,40,41
Kevin Poulin,Montreal,29,77,81,79,76,74,76,81,74,81,0,0,34,31
Teddy Purcell,Montreal,34,64,73,72,69,64,77,74,69,69,68,67,44,44
Andrew Cogliano,Montreal,32,69,77,66,76,81,70,77,74,71,70,70,85,77
J.T. Brown,Montreal,29,73,73,70,71,67,64,73,69,62,68,64,50,46
Tanner Pearson,Montreal,27,71,75,73,77,78,72,74,74,74,71,74,49,46
Sven Andrighetto,Montreal,27,67,75,69,74,66,74,75,75,74,68,70,40,37
Joakim Nordstrom,Montreal,28,72,72,71,74,73,76,72,67,62,70,66,32,30
Chris Thorburn,Montreal,36,77,66,80,69,69,50,69,67,63,70,64,83,74
Rene Bourque,Montreal,38,71,75,74,75,71,64,75,70,64,68,72,59,54
Zac Rinaldo,Montreal,29,81,74,80,69,67,45,71,64,59,70,65,51,47
James Reimer,Montreal,32,83,85,84,78,69,81,84,82,76,0,0,42,42
Jeff Zatkoff,Montreal,32,80,81,76,76,72,82,83,73,81,0,0,28,28
Andrew Ladd,Montreal,34,73,72,76,78,69,68,73,74,72,70,74,89,85
Danny Dekeyser,Montreal,30,72,75,74,81,69,70,75,72,68,74,71,54,50
Nate Prosser,Montreal,33,67,68,74,70,67,65,71,66,65,75,66,54,48
C.J. Smith,Montreal,25,63,64,70,69,61,70,66,68,63,61,69,25,27
Pavel Datsyuk,Montreal,41,69,77,64,69,65,77,77,69,69,74,69,85,84
Matthew Peca,Montreal,26,68,72,69,72,62,70,69,74,70,68,68,31,30
Lance Bouma,Montreal,29,78,71,74,72,67,65,71,70,65,71,65,35,35
Joseph Blandisi,Montreal,25,71,70,72,73,61,62,74,73,71,69,66,38,33
Morgan Klimchuk,Montreal,25,69,73,69,68,61,70,60,60,62,68,60,30,30
Ben Hutton,Montreal,26,70,72,74,80,69,71,71,74,74,73,68,42,40
Luke Gazdic,Montreal,30,69,69,78,65,62,45,69,60,57,65,60,34,33
Alexander Ovechkin,Nashville,34,78,86,80,83,82,68,86,80,84,64,92,94,85
Jakub Vrana,Nashville,24,66,74,71,74,66,73,75,75,76,70,74,35,34
Casey Bailey,Nashville,28,66,70,72,69,61,70,67,60,59,66,66,29,28
Daniel Zarr,Nashville,25,69,70,71,70,72,70,67,67,67,59,68,31,27
Jordan Eberle,Nashville,29,66,81,66,79,79,75,81,78,78,67,76,67,61
Ahti Oksanen,Nashville,27,67,69,72,67,69,68,68,67,65,67,68,28,27
Rob Scuderi,Nashville,41,65,70,74,69,65,78,70,69,67,72,62,65,60
Kevin Roy,Nashville,26,66,68,67,70,61,70,69,64,61,69,70,32,30
Ryan Dzingel,Nashville,28,68,73,71,78,77,69,72,76,74,64,76,41,42
Jannik Hansen,Nashville,34,69,75,72,74,67,68,75,74,72,70,68,72,64
Torey Krug,Nashville,28,69,77,64,81,70,71,78,87,88,75,75,56,51
Alexander Burmistrov,Nashville,28,69,72,67,75,66,69,74,73,72,67,67,54,50
Ryan Johansen,Nashville,27,72,75,77,82,78,68,76,84,85,70,73,62,62
Gavin Bayreuther,Nashville,25,69,70,66,69,62,69,70,69,67,65,69,27,27
Connor Hellebuyck,Nashville,26,88,90,85,86,79,78,90,86,91,0,0,32,32
Juuse Saros,Nashville,24,75,87,78,78,79,77,87,80,84,2,6,27,30
Adam Henrique,Nashville,30,71,76,71,80,80,73,76,76,75,73,75,63,57
Joakim Ryan,Nashville,26,67,69,72,74,67,75,69,72,72,72,65,34,32
Gabriel Landeskog,Nashville,27,80,76,74,83,71,67,76,79,82,70,79,62,67
Matthew Gaudreau,Nashville,25,66,69,62,62,60,59,66,66,66,63,63,26,28
Curtis Valk,Nashville,27,65,70,62,63,61,70,69,60,60,66,60,31,31
Justin Braun,Nashville,33,75,72,77,80,79,72,73,75,72,77,68,64,58
Mikael Backlund,Nashville,31,72,76,70,81,77,69,76,78,80,72,74,66,64
Justin Faulk,Nashville,28,77,77,73,82,76,71,76,77,80,71,77,60,60
Henrik Samuelsson,Nashville,26,69,66,68,69,61,65,71,60,59,64,60,27,27
Lukas Bengtsson,Nashville,26,61,68,63,67,64,70,67,67,67,66,66,29,27
Dan Paille,Nashville,35,67,72,71,69,65,72,72,66,62,70,64,50,48
Jack Skille,Nashville,32,69,73,73,69,68,68,74,66,59,70,67,34,34
Mika Zibanejad,Nashville,26,75,75,75,82,69,73,75,79,81,69,79,56,56
Dion Phaneuf,Nashville,34,79,70,77,80,74,64,70,73,74,74,70,93,84
Justin Kloos,Nashville,26,69,70,63,69,61,50,69,60,62,65,60,30,32
Joe Morrow,Nashville,27,69,65,73,73,65,70,69,71,69,71,67,32,32
Niklas Hjalmarsson,Nashville,32,70,73,78,81,71,72,73,73,69,80,65,74,71
Mikael Wikstrand,Nashville,26,66,70,66,66,69,70,64,63,68,66,66,26,28
Henrik Haapala,Nashville,26,68,71,50,69,61,70,69,69,69,60,60,30,31
Brandon Montour,Nashville,25,72,74,75,81,68,69,76,77,76,76,74,36,35
Charles Hudon,Nashville,25,74,68,72,72,64,67,74,71,68,68,68,35,33
Charlie Lindgren,Nashville,26,75,78,76,78,79,79,82,77,79,0,0,30,27
Anton Blidh,Nashville,25,70,66,68,70,61,67,73,65,61,68,64,31,30
Damon Severson,Nashville,25,72,72,73,81,77,69,77,77,77,73,73,47,44
Michael Bunting,Nashville,24,67,61,68,69,60,66,69,60,61,62,69,25,25
Garnet Hathaway,Nashville,28,81,70,70,72,67,52,75,72,66,67,68,37,34
Spencer Foo,Nashville,25,69,67,64,69,61,70,64,60,62,59,69,30,31
Michael Garteig,Nashville,28,70,76,73,74,75,76,78,74,72,0,0,29,27
Mikhail Grigorenko,Nashville,25,65,72,70,75,71,77,77,73,69,69,70,38,31
Brad Boyes,Nashville,37,65,69,70,69,66,72,72,69,69,65,69,71,71
Saku Maenalanen,Nashville,25,70,66,74,70,65,62,73,70,66,73,70,25,25
Travis Boyd,Nashville,26,64,67,73,70,65,70,72,75,72,70,67,31,30
Lukas Sedlak,Nashville,27,68,71,70,69,67,67,70,66,62,70,67,36,36
Erik Karlsson,New Jersey,29,75,83,67,85,70,72,84,91,89,77,77,70,64
Jeremy Bracco,New Jersey,23,70,69,67,65,74,71,71,68,68,68,69,26,25
Frederik Andersen,New Jersey,30,86,92,90,87,80,82,91,85,91,0,0,39,39
Pierre Engvall,New Jersey,23,69,69,75,64,69,66,67,69,65,71,66,27,27
Viatcheslav Voynov,New Jersey,30,69,73,64,69,62,73,72,69,69,72,66,37,36
Derek Ryan,New Jersey,33,67,71,65,76,73,70,73,76,78,69,72,29,28
Dominic Toninato,New Jersey,26,65,64,72,68,62,67,65,65,59,70,62,31,31
Callum Booth,New Jersey,22,71,75,73,72,70,70,74,69,76,1,2,27,25
Morgan Rielly,New Jersey,26,70,79,75,82,77,77,79,84,84,77,76,54,55
Nazem Kadri,New Jersey,29,74,80,72,79,76,66,80,77,80,70,78,62,56
Dominik Kubalik,New Jersey,24,69,69,71,72,68,69,70,62,69,63,68,27,29
Anton Khudobin,New Jersey,33,79,85,77,79,78,77,85,78,85,0,0,42,42
Dominic Moore,New Jersey,39,68,74,66,72,72,66,74,72,66,74,69,64,62
Tyler Johnson,New Jersey,29,67,80,64,79,73,72,80,77,77,70,77,55,51
Lucas Wallmark,New Jersey,24,70,71,70,75,64,69,71,73,75,70,69,32,30
Valeri Nichushkin,New Jersey,25,69,68,70,73,67,78,70,73,68,69,64,33,31
Trevor Moore,New Jersey,24,66,70,64,70,63,70,71,70,70,70,67,25,27
Ilya Kovalchuk,New Jersey,36,65,77,73,78,72,71,78,76,76,64,74,81,77
David Krejci,New Jersey,33,68,78,70,80,74,72,79,83,84,74,75,80,77
Jake Gardiner,New Jersey,29,70,76,70,82,73,74,77,82,82,75,71,61,56
Jacob Trouba,New Jersey,26,78,75,77,83,69,68,76,81,80,80,73,50,47
Brayden Schenn,New Jersey,28,76,78,72,82,75,68,78,81,83,69,77,64,57
Alexander Georgiev,New Jersey,24,79,84,81,76,67,71,85,80,84,0,0,25,26
Andreas Johnson,New Jersey,25,68,78,72,74,66,69,77,76,78,70,75,27,27
Ondrej Kase,New Jersey,24,66,74,73,73,66,73,76,74,75,70,73,37,35
Igor Shesterkin,New Jersey,24,75,75,67,71,70,70,74,67,74,2,1,25,25
Mitch Marner,New Jersey,22,70,84,67,81,78,71,84,87,87,73,76,39,37
Brian Elliott,New Jersey,34,84,85,84,79,72,78,84,75,85,0,0,53,49
Jordan Subban,New Jersey,25,65,70,68,74,73,70,71,69,68,69,68,28,28
Kerby Rychel,New Jersey,25,71,70,68,70,61,65,74,74,71,70,66,35,32
Carter Verhaeghe,New Jersey,24,63,64,62,69,69,59,67,64,65,58,64,25,25
Oliver Bjorkstrand,New Jersey,24,67,72,73,74,67,76,76,75,76,68,74,37,35
Elias Lindholm,New Jersey,25,72,75,72,81,76,76,76,82,84,73,74,53,49
Taro Hirose,New Jersey,23,68,75,66,69,60,70,75,69,69,65,68,25,25
Shea Theodore,New Jersey,24,69,77,74,80,66,73,77,78,81,76,75,37,35
Pavel Buchnevich,New Jersey,24,67,73,74,76,67,73,76,77,76,69,74,36,35
Hudson Fasching,New Jersey,24,70,69,74,70,60,68,69,69,62,65,64,32,30
Brandon Manning,New Jersey,29,75,69,74,75,67,63,70,69,66,74,69,46,38
Will Butcher,New Jersey,25,65,76,68,77,75,75,75,80,81,75,69,34,33
Andrew Desjardins,Islanders,33,71,71,71,70,67,61,72,64,62,70,62,37,37
Marcus Pettersson,Islanders,23,71,71,73,75,66,66,72,76,75,74,65,30,30
Cam Talbot,Islanders,32,83,84,82,80,79,79,83,81,82,0,0,38,38
James Wisniewski,Islanders,36,69,72,71,69,65,68,72,69,69,72,69,54,52
Devante Smith-Pelly,Islanders,27,73,73,78,73,67,69,73,70,67,69,67,53,48
Gemel Smith,Islanders,25,67,74,72,71,64,65,74,71,68,70,71,34,32
Mikhail Grabovski,Islanders,36,67,78,62,69,65,67,76,69,69,68,69,48,44
Joe Thornton,Islanders,40,69,68,80,80,72,69,67,84,86,73,72,99,99
Kyle Chipchura,Islanders,34,69,68,73,69,63,59,70,69,68,68,65,41,39
A.J. Greer,Islanders,23,70,69,74,68,60,45,69,70,68,68,62,31,30
Johnny Boychuk,Islanders,36,76,73,79,80,71,70,73,76,75,77,71,70,62
Michael Del Zotto,Islanders,29,80,78,69,79,68,71,78,74,72,74,70,67,65
Dmitrij Jaskin,Islanders,26,74,71,74,71,66,70,71,72,70,74,65,48,43
Rob Flick,Islanders,28,68,67,68,65,68,65,64,64,66,64,66,27,27
Jaroslav Halak,Islanders,34,83,84,79,80,75,81,83,79,85,0,0,51,51
Cody Franson,Islanders,32,72,70,75,77,67,71,70,76,78,74,68,66,60
Alex Killorn,Islanders,30,71,73,74,78,81,67,73,76,78,72,73,57,53
Mark Borowiecki,Islanders,30,90,72,78,72,67,50,72,64,63,71,64,49,44
Andre Benoit,Islanders,36,68,72,68,69,64,73,73,69,69,70,69,34,33
Connor Carrick,Islanders,25,69,72,71,74,66,66,71,70,72,72,68,41,38
Sami Vatanen,Islanders,28,71,78,66,80,69,71,78,77,76,76,70,52,48
Brock McGinn,Islanders,26,73,72,73,74,70,73,74,73,71,69,71,40,37
Max Everson,Islanders,27,69,65,73,65,65,69,63,65,65,66,64,27,27
Brennan Serville,Islanders,26,68,65,73,64,64,69,63,65,65,66,64,26,26
