name,teamName,age,it,sp,st,en,du,di,sk,pa,pc,df,sc,ex,ld
Erik Gustafsson,Colorado,29,71,68,71,71,70,60,69,72,71,72,65,39,32
Fredrik Claesson,Colorado,25,70,69,72,72,71,74,71,73,72,72,68,29,28
Jake Dotchin,Colorado,23,71,70,72,75,74,70,72,67,69,70,68,28,27
Jean Francois Berube,Colorado,26,79,79,78,78,77,79,79,77,79,0,0,31,30
Jon Gillies,Colorado,24,73,78,77,77,78,79,81,78,78,0,0,27,27
Jordan Schmaltz,Colorado,24,69,69,72,70,70,71,70,70,69,69,67,29,29
Kyle Rau,Colorado,25,69,71,70,72,71,69,72,68,69,68,68,29,28
Matteson Iacopelli,Colorado,23,66,67,68,76,74,74,71,66,67,66,67,27,26
Mattias Backman,Colorado,25,70,67,69,67,68,70,67,70,67,69,66,28,28
Max Friberg,Colorado,25,68,70,66,68,72,68,70,68,69,69,68,29,28
Max Gortz,Colorado,25,68,69,69,68,69,68,68,68,68,67,67,28,27
Michael McCarron,Colorado,22,77,66,81,75,70,57,68,72,73,70,67,28,28
Nick Ellis,Colorado,24,71,75,74,75,77,79,81,77,78,0,0,27,27
Pheonix Copley,Colorado,26,77,78,77,80,79,78,78,78,77,0,0,30,29
Pontus Aberg,Colorado,24,71,72,72,70,71,70,71,72,71,68,69,29,28
Robert Hagg,Colorado,23,69,68,67,68,69,63,68,67,66,67,66,27,27
Sven Andrighetto,Colorado,24,69,75,69,73,70,67,75,74,73,68,71,29,28
Tim Heed,Colorado,27,68,71,73,71,71,73,69,71,71,69,69,29,28
Tyler Graovac,Colorado,24,72,70,75,72,73,74,71,71,72,69,70,31,29
Ville Pokka,Colorado,23,66,67,71,74,75,72,72,66,68,66,67,28,27
Yanni Gourde,Colorado,26,69,73,70,70,73,69,74,69,70,69,70,29,28
Yohann Auvitu,Colorado,28,62,73,65,75,75,76,74,71,73,69,67,28,28
Aaron Ness,Dallas,27,60,69,64,68,68,68,68,72,70,70,66,28,27
Austin Watson,Dallas,26,70,68,72,71,70,68,68,71,69,68,70,27,27
Brodie Ellis,Dallas,35,67,57,70,60,69,35,57,51,51,56,51,25,25
Colin Greening,Dallas,31,72,74,77,75,73,70,74,70,71,67,71,36,36
Dalton Smith,Dallas,25,68,66,72,66,67,68,64,66,64,65,66,26,26
Derek Dorsett,Dallas,31,87,70,79,76,68,30,70,72,72,71,70,42,42
Dillon Heatherington,Dallas,22,61,69,67,72,72,71,71,64,67,67,63,25,25
Eric Gelinas,Dallas,26,70,70,77,74,69,72,71,70,70,71,68,29,29
Erik Gudbranson,Dallas,26,75,72,78,76,69,65,72,71,71,75,60,34,34
Frederik Andersen,Dallas,28,83,85,86,83,76,82,88,76,89,0,0,37,37
Jake McCabe,Dallas,24,72,70,73,76,70,70,70,70,71,71,72,30,30
Jason Labarbera,Dallas,38,74,76,77,72,71,75,76,74,76,0,0,50,46
Justin Bailey,Dallas,22,64,70,70,74,73,70,76,69,69,66,69,27,25
Keegan Lowe,Dallas,24,70,66,69,68,68,66,66,67,66,70,65,26,25
Matt Kassian,Dallas,31,78,59,85,68,63,50,60,63,63,60,59,28,28
Mikko Vainonen,Dallas,23,70,66,73,66,67,60,64,66,64,67,64,25,25
Nathan Oystrick,Dallas,35,73,67,71,70,69,55,69,69,66,67,64,25,25
Petter Granberg,Dallas,25,72,65,74,74,70,61,70,68,69,71,63,29,26
Riley Nash,Dallas,28,72,73,71,74,70,75,73,73,72,72,71,34,34
Ryan Graves,Dallas,23,61,69,67,74,72,71,71,64,67,67,63,25,25
Ryan Strome,Dallas,24,68,76,70,77,73,70,75,75,74,71,72,32,28
Sam Carrick,Dallas,26,74,71,72,71,70,54,70,67,70,69,68,27,27
Thomas McCollum,Dallas,28,75,78,75,72,71,71,78,71,78,0,0,26,26
Tye McGinn,Dallas,27,73,71,77,74,71,58,71,71,70,68,70,28,28
Tyler Randell,Dallas,26,71,70,72,72,70,72,71,70,70,67,70,27,25
Victor Rask,Dallas,24,72,68,75,77,73,72,73,76,74,69,74,39,35
Vladislav Namestnikov,Dallas,25,69,75,68,76,72,69,73,75,73,71,73,34,34
Christian Thomas,Dallas,25,64,73,65,73,67,72,70,71,70,69,69,30,28
Corban Knight,Dallas,27,67,70,68,72,69,67,71,70,70,68,69,29,28
Curtis Lazar,Dallas,23,73,75,71,68,70,71,73,71,71,69,71,30,29
Jordan Binnington,Dallas,24,75,76,77,75,78,77,78,78,78,0,0,29,30
Kalle Kossila,Dallas,24,64,67,69,73,73,71,71,66,67,66,67,27,27
Lukas Sutter,Dallas,24,66,66,67,67,68,67,64,65,65,64,63,26,26
Mackenzie Skapski,Dallas,23,70,76,73,75,75,76,78,74,72,0,0,28,26
Nicklas Jensen,Dallas,24,70,69,72,71,70,72,69,70,70,66,67,29,27
Noel Acciari,Dallas,26,67,68,72,75,74,73,76,71,70,67,69,28,27
Ondrej Kase,Dallas,22,68,70,74,74,75,71,76,72,71,68,70,28,27
Phillip Danault,Dallas,24,72,71,74,74,73,68,72,74,73,70,71,31,29
Tyler Gaudet,Dallas,24,67,69,73,70,69,70,69,65,67,66,68,28,27
Zachary Stepan,Dallas,24,68,67,69,65,68,66,65,65,66,64,66,27,26
Alan Quine,Detroit,24,68,71,70,70,69,70,70,71,70,67,70,25,25
Ales Hemsky,Detroit,34,58,76,65,74,58,80,74,74,74,65,70,71,71
Anthony Louis,Detroit,22,64,66,68,73,73,74,71,64,65,64,66,25,25
Anton Khudobin,Detroit,31,78,83,75,76,76,77,80,75,80,0,0,42,42
Brad Malone,Detroit,28,76,70,76,74,71,58,71,71,71,66,70,30,30
Brandon Davidson,Detroit,26,70,67,71,68,68,68,66,70,68,72,65,26,26
Danick Martel,Detroit,23,63,68,62,69,65,68,66,67,68,64,67,25,25
David Schlemko,Detroit,30,67,71,71,74,70,74,71,72,74,74,69,39,39
Dennis Rasmussen,Detroit,27,71,67,71,70,70,66,67,70,70,70,69,26,26
Evan Rodrigues,Detroit,24,69,69,69,68,67,67,69,68,68,64,67,25,25
Gustav Olofsson,Detroit,23,65,69,69,73,72,71,71,64,69,69,63,26,26
Jerred Smithson,Detroit,39,70,69,72,70,69,71,69,67,68,70,61,56,56
Jimmy Howard,Detroit,33,81,86,82,83,66,80,87,78,86,0,0,55,55
Jiri Tlusty,Detroit,29,66,70,70,70,68,77,70,70,70,67,70,44,44
Joakim Nordstrom,Detroit,25,69,72,71,76,73,78,72,72,72,70,71,32,29
Josh Jooris,Detroit,27,72,74,70,74,68,72,72,71,72,69,69,31,31
Keaton Ellerby,Detroit,29,69,68,72,69,66,72,68,68,68,70,55,32,32
Lance Bouma,Detroit,27,77,71,74,75,72,68,71,71,73,71,69,35,35
Martin Erat,Detroit,36,64,73,68,74,72,72,73,73,73,65,68,75,75
Matt Tomkins,Detroit,23,70,77,73,74,75,76,79,74,72,0,0,27,25
Nick Spaling,Detroit,29,68,70,67,75,70,78,70,71,71,70,70,40,40
Nikita Nesterov,Detroit,24,71,70,69,71,70,70,70,70,70,69,66,28,25
Nikolai Kulemin,Detroit,31,70,75,74,76,75,75,75,72,72,72,70,54,54
Radko Gudas,Detroit,27,81,67,77,76,70,33,66,72,71,76,65,35,32
Ryan Wilson,Detroit,31,71,70,75,72,60,70,69,70,69,73,66,38,38
Tim Erixon,Detroit,26,67,70,72,74,70,70,72,72,72,73,67,30,28
Tyler Ennis,Detroit,28,66,80,58,77,70,73,81,76,75,65,71,36,36
Viatcheslav Voynov,Detroit,28,66,73,64,77,72,60,72,75,73,72,70,36,36
Anton Zlobin,Detroit,24,66,68,68,71,69,68,69,68,68,67,67,30,30
Austin Madaisky,Detroit,26,69,65,66,68,67,65,67,64,65,65,65,27,27
Brendan Ranford,Detroit,25,66,71,67,68,68,68,71,70,70,67,70,27,27
Chris Bigras,Detroit,22,65,68,69,73,73,70,70,66,67,66,65,28,26
Cody Rosen,Detroit,27,73,73,72,71,70,72,70,72,71,0,0,25,25
Gleason Fournier,Detroit,26,65,65,66,65,67,69,64,66,64,64,63,27,27
Greg Carey,Detroit,27,68,70,64,70,71,70,71,70,70,68,71,27,27
Jean-Sebastien Dea,Detroit,24,65,68,68,74,75,74,72,67,67,66,67,27,26
Jordan Weal,Detroit,25,68,73,66,69,68,69,74,72,70,69,71,28,27
Josh Harding,Detroit,33,77,77,73,70,35,70,77,71,77,0,0,38,37
Mark Owuya,Detroit,28,75,75,75,73,73,76,76,68,74,0,0,27,27
Matt Finn,Detroit,23,69,68,71,70,70,70,69,68,68,69,67,27,27
Nathan Walker,Detroit,24,66,67,68,73,74,74,71,65,66,66,66,27,27
Petr Zamorsky,Detroit,25,68,66,66,66,67,68,64,66,64,66,65,28,28
Philip McRae,Detroit,27,69,70,73,69,70,69,69,66,70,67,69,28,27
Reece Scarlet,Detroit,24,69,66,69,67,67,66,66,67,66,68,65,27,27
Steven Delisle,Detroit,27,69,63,69,65,60,65,65,66,65,65,64,27,27
Tanner Lane,Detroit,25,65,68,68,65,68,68,66,67,66,64,63,26,26
Troy Grosenick,Detroit,28,77,79,79,76,74,76,77,74,78,0,0,30,30
Adam Lowry,Edmonton,24,75,71,75,74,72,75,73,72,73,74,72,32,29
Alexander Steen,Edmonton,33,75,79,75,80,70,77,78,81,80,74,76,68,66
Anton Stralman,Edmonton,31,70,76,71,80,77,76,75,78,78,79,71,49,49
Brad Marchand,Edmonton,29,78,81,69,82,76,60,80,80,81,76,83,50,50
Cal Clutterbuck,Edmonton,30,80,73,78,75,75,64,73,72,72,71,72,45,43
Cam Ward,Edmonton,33,79,86,76,80,65,83,86,77,85,0,0,62,62
Filip Forsberg,Edmonton,23,71,81,71,81,75,72,79,80,81,72,78,34,32
Hampus Lindholm,Edmonton,24,72,76,76,78,74,71,76,78,78,78,73,31,31
Jay Bouwmeester,Edmonton,34,68,80,77,80,78,76,81,75,75,79,69,78,78
John Gibson,Edmonton,24,87,87,86,84,80,73,88,80,88,0,0,31,31
Jonas Brodin,Edmonton,24,71,74,70,80,73,75,74,74,76,79,70,34,33
Jussi Jokinen,Edmonton,34,64,77,66,80,77,70,77,79,78,68,72,68,68
Matt Cullen,Edmonton,41,70,74,72,75,72,79,76,74,76,73,71,95,91
Maxime Talbot,Edmonton,33,71,74,68,74,71,71,74,71,71,71,68,57,57
Mika Zibanejad,Edmonton,24,69,74,77,78,74,76,75,77,75,71,74,36,33
Mike Green,Edmonton,32,69,78,73,80,70,68,80,80,80,74,76,60,60
Nathan MacKinnon,Edmonton,22,69,83,71,80,72,70,83,81,80,68,77,34,34
Nick Holden,Edmonton,30,76,70,76,77,74,73,70,73,73,74,71,32,31
Ryan Reaves,Edmonton,31,81,70,81,76,74,48,71,71,71,70,70,34,32
Tyler Toffoli,Edmonton,25,73,77,73,79,75,74,77,78,77,73,79,34,32
Valtteri Filppula,Edmonton,33,67,78,70,77,74,78,78,79,79,74,73,58,55
Victor Hedman,Edmonton,27,77,77,83,84,78,70,77,83,82,81,75,48,45
Adam Erne,Edmonton,22,66,71,75,75,74,74,71,66,70,67,67,29,28
Andrej Nestrasil,Edmonton,26,71,67,76,74,70,72,71,72,71,69,70,28,30
Brian Dumoulin,Edmonton,26,68,74,74,77,74,77,74,73,74,76,70,31,30
Cameron Gaunce,Edmonton,27,71,67,74,71,65,63,66,68,70,67,65,28,27
Carson Soucy,Edmonton,23,64,67,69,73,73,70,70,65,66,66,64,26,26
Cedric Paquette,Edmonton,24,74,72,73,74,72,67,72,72,71,70,72,32,32
Dylan Blujus,Edmonton,24,62,69,67,72,71,71,71,64,67,67,63,27,27
Emile Poirier,Edmonton,23,64,70,70,74,73,69,75,69,69,66,69,29,27
Frederick Gaudreau,Edmonton,24,68,70,72,76,76,75,74,69,71,69,68,30,27
Jeremy Morin,Edmonton,26,70,71,70,72,68,67,70,69,72,69,70,30,28
Jhonas Enroth,Edmonton,29,77,80,74,80,77,77,81,73,81,0,0,37,37
Justin Shugg,Edmonton,26,66,68,65,70,65,71,69,66,68,64,67,28,27
Logan Shaw,Edmonton,25,73,69,75,73,73,71,72,71,72,70,69,29,28
Magnus Hellberg,Edmonton,26,77,77,78,75,76,76,78,74,78,0,0,30,29
Michael St.Croix,Edmonton,24,66,68,64,67,68,68,66,67,66,64,65,27,27
Morgan Ellis,Edmonton,25,72,68,74,69,69,69,69,67,68,69,65,27,27
Nikolaj Ehlers,Edmonton,21,68,77,72,79,77,73,78,78,78,71,77,33,31
Sam Carrier,Edmonton,25,65,66,69,66,67,68,64,66,64,65,64,27,27
Trevor Carrick,Edmonton,23,66,68,69,74,74,69,73,68,69,70,66,29,27
Tyler Wotherspoon,Edmonton,24,72,67,76,76,69,68,67,67,67,71,66,37,30
Zach Trotman,Edmonton,27,67,66,77,74,72,75,68,70,71,72,67,28,27
Alex Chiasson,Florida,27,73,72,75,75,75,70,73,72,73,68,71,34,34
Anthony Mantha,Florida,23,67,73,75,76,75,75,77,75,74,70,73,30,26
Beau Bennett,Florida,26,69,74,69,74,65,74,74,73,73,67,71,30,30
Carl Soderberg,Florida,32,70,77,73,78,75,74,77,74,76,72,71,37,35
Chris Stewart,Florida,30,79,75,82,75,71,49,74,73,74,67,72,45,45
Danny Dekeyser,Florida,27,68,75,74,77,73,72,75,76,76,76,70,34,33
Dennis Wideman,Florida,34,70,73,70,77,71,74,73,75,75,74,71,69,69
Devan Dubnyk,Florida,31,85,88,92,82,75,77,88,78,87,0,0,43,43
Drew Miller,Florida,33,72,73,69,75,70,79,73,70,71,73,68,44,44
Eric Staal,Florida,33,74,77,78,84,84,68,77,79,79,68,74,77,82
Joel Edmundson,Florida,24,74,70,75,73,70,65,69,71,68,74,62,28,28
Kris Russell,Florida,30,70,76,67,79,69,79,75,77,75,79,71,51,51
Leon Draisaitl,Florida,22,70,77,75,77,70,75,79,80,78,68,77,36,30
Mark Borowiecki,Florida,28,80,72,78,75,75,33,72,70,70,71,60,30,30
Matt Dumba,Florida,23,76,74,76,75,74,72,74,74,73,74,73,39,33
Michael Frolik,Florida,29,67,77,72,79,78,78,75,77,77,72,74,50,50
Michal Rozsival,Florida,39,68,73,74,75,71,70,73,72,72,74,64,82,81
Mike Smith,Florida,35,83,84,86,82,65,70,83,78,84,0,0,54,52
Mikkel Boedker,Florida,28,63,82,68,77,72,77,82,76,76,69,73,45,45
Nikita Soshnikov,Florida,24,71,74,67,73,71,75,71,68,71,71,68,28,28
Niklas Grossman,Florida,33,72,67,78,75,70,73,69,70,71,75,59,49,46
Peter Holland,Florida,27,70,73,72,74,71,73,74,73,73,70,72,35,35
Radek Faksa,Florida,24,75,70,76,75,73,70,74,73,72,73,72,31,29
Anthony Camara,Florida,24,68,65,69,66,66,66,65,66,66,64,65,27,27
Anthony Peluso,Florida,28,77,68,78,73,69,53,68,67,67,60,65,31,31
Chris Terry,Florida,28,67,74,68,74,74,75,73,73,73,63,71,31,31
Colin Blackwell,Florida,24,64,68,66,69,66,69,68,67,68,65,67,28,28
J.T. Brown,Florida,27,72,73,68,73,74,74,74,73,73,68,70,31,30
Joffrey Lupul,Florida,34,70,70,71,76,42,71,72,70,72,66,71,64,64
Kasimir Kaskisuo,Florida,24,71,74,71,74,75,78,81,75,75,0,0,26,26
Mark Visentin,Florida,25,75,76,75,73,74,77,76,77,76,0,0,29,28
Martin Gernat,Florida,24,68,66,70,66,67,67,66,66,66,66,64,28,28
Matt Grzelcyk,Florida,24,69,67,70,68,69,66,67,66,66,67,66,28,28
Matt Hackett,Florida,27,79,79,76,73,71,78,80,70,78,0,0,28,28
Matt Tennyson,Florida,27,71,71,74,75,71,72,71,72,71,71,65,30,29
Max Gaede,Florida,25,66,67,68,67,67,69,66,66,66,64,65,27,27
Michael Sgarbossa,Florida,25,72,72,67,74,73,65,71,72,72,67,69,29,29
Mike Kostka,Florida,32,70,69,74,73,73,68,69,71,68,71,64,31,31
Nick Paul,Florida,22,66,68,70,74,73,70,76,69,70,66,69,28,27
Steve Michalek,Florida,24,72,75,75,75,75,75,76,76,76,0,0,29,29
Steven Fogarty,Florida,24,71,66,72,70,69,65,67,66,66,65,66,28,28
Alexander Petrovic,LosAngeles,25,78,70,78,76,65,50,70,73,72,76,65,28,28
Brandon Manning,LosAngeles,27,75,68,75,75,70,60,70,68,68,69,68,33,33
Colin Smith,LosAngeles,24,68,68,69,66,65,66,67,67,68,65,67,27,25
Conor Sheary,LosAngeles,25,71,77,70,72,70,72,75,74,74,70,74,27,27
David Desharnais,LosAngeles,31,70,81,58,76,74,76,81,77,76,70,72,38,38
David Savard,LosAngeles,27,68,75,73,77,73,70,75,77,74,72,70,32,32
Griffin Reinhart,LosAngeles,24,72,70,69,69,70,72,69,70,67,70,68,28,25
Iiro Pakarinen,LosAngeles,26,66,73,72,77,70,73,71,70,70,66,70,31,27
Jeff Skinner,LosAngeles,25,72,82,70,77,74,74,82,78,80,66,79,40,40
Joey Hishon,LosAngeles,26,60,75,63,71,70,76,71,69,71,67,68,26,25
Jonathan Racine,LosAngeles,24,66,69,71,71,69,68,69,68,68,68,67,28,27
Jordan Leopold,LosAngeles,37,66,72,66,73,66,75,71,70,70,70,65,63,63
Kyle Palmieri,LosAngeles,27,70,78,68,77,70,70,79,78,76,71,79,34,34
Marcus Johansson,LosAngeles,27,66,81,67,78,76,81,82,79,78,71,74,45,45
Marek Hrivik,LosAngeles,26,62,68,68,67,67,65,65,66,65,65,66,25,25
Michael Hutchinson,LosAngeles,27,78,81,81,77,75,78,82,78,83,0,0,32,32
Nathan Beaulieu,LosAngeles,25,73,76,75,76,64,60,76,75,74,74,67,32,29
Nathan Gerbe,LosAngeles,30,67,79,55,76,60,72,79,70,71,63,69,38,38
Nick Sorensen,LosAngeles,23,65,67,72,73,73,70,70,64,66,65,67,26,25
Sergei Bobrovsky,LosAngeles,29,88,90,83,88,80,80,90,82,90,0,0,52,52
Tanner Pearson,LosAngeles,25,69,73,72,75,72,73,73,75,74,70,73,34,30
Andrei Pedan,LosAngeles,24,71,66,72,66,68,67,68,67,68,67,64,28,28
Artur Gavrus,LosAngeles,23,69,66,68,68,68,70,65,64,65,64,66,27,27
Bill Arnold,LosAngeles,25,66,66,64,67,67,70,66,67,66,65,65,26,26
Cody Payne,LosAngeles,24,69,66,68,68,66,69,65,64,66,64,65,26,26
David Musil,LosAngeles,24,70,66,70,66,67,67,67,65,66,66,64,27,27
Guillaume Gelinas,LosAngeles,24,62,70,62,65,60,63,70,66,70,66,66,27,27
Kristers Gudlevskis,LosAngeles,25,72,75,76,77,75,78,77,76,76,0,0,28,28
Lars Volden,LosAngeles,25,72,75,72,73,76,75,75,76,78,0,0,27,27
Mathieu Brodeur,LosAngeles,27,68,63,77,70,70,65,63,67,60,68,58,27,27
Mike Aviani,LosAngeles,24,60,66,65,67,67,69,69,68,68,66,66,27,27
Tom Nilsson,LosAngeles,24,68,66,67,66,67,68,65,66,65,67,64,27,27
Alex Goligoski,Montreal,32,70,79,68,84,80,73,79,77,78,75,71,46,46
Andrew Ference,Montreal,38,74,75,69,79,71,68,75,73,74,75,63,80,80
Andrew Shaw,Montreal,26,78,76,73,76,74,55,70,74,74,71,73,39,39
Calle Jarnkrok,Montreal,26,64,78,65,77,74,74,77,75,76,74,74,33,33
Chris Higgins,Montreal,34,70,70,70,74,70,70,70,70,70,69,70,64,58
Chris Kunitz,Montreal,38,72,75,69,75,72,69,75,75,75,68,74,76,76
Craig Smith,Montreal,28,72,75,73,77,78,73,75,74,76,70,76,41,41
David Krejci,Montreal,31,75,78,70,82,69,77,79,82,81,74,73,59,59
David Perron,Montreal,29,73,79,70,77,72,63,78,77,78,66,74,49,49
Eric Gryba,Montreal,29,78,65,80,75,72,58,65,71,71,76,62,31,31
James van Riemsdyk,Montreal,28,69,75,76,80,73,72,75,80,80,68,80,42,42
Jordan Staal,Montreal,29,75,76,80,80,62,72,76,76,76,75,74,57,57
Karl Alzner,Montreal,29,74,74,78,80,81,76,74,71,75,80,62,45,42
Kyle Okposo,Montreal,29,76,79,77,80,73,65,78,81,80,67,76,44,44
Luke Glendening,Montreal,28,75,75,71,75,75,70,73,71,73,72,72,31,31
Marc Staal,Montreal,31,72,75,80,78,68,75,75,73,73,79,69,48,48
Nick Foligno,Montreal,30,76,76,74,79,76,69,75,78,78,72,75,54,60
P.K. Subban,Montreal,28,77,81,74,84,78,58,81,86,84,77,78,40,38
Ray Emery,Montreal,35,77,80,75,78,70,63,79,74,81,0,0,52,48
Ryan White,Montreal,29,80,72,74,74,59,50,70,71,72,71,71,32,32
Steve Mason,Montreal,29,80,85,82,80,76,74,84,75,82,0,0,50,50
Ben Hutton,Montreal,24,72,72,74,78,75,73,71,76,75,73,70,30,30
Benjamin Marshall,Montreal,25,66,69,64,67,67,68,67,68,67,67,64,27,26
Cody McLeod,Montreal,33,83,69,80,75,76,38,69,70,71,70,70,56,57
Colin Fraser,Montreal,33,72,71,70,71,70,68,71,70,71,70,67,45,40
Colton Hargrove,Montreal,25,69,67,72,68,68,71,66,67,67,67,67,29,27
Dillon Simpson,Montreal,24,69,67,69,69,68,68,66,66,65,68,65,27,27
Evgeny Dadonov,Montreal,28,67,74,68,75,74,77,75,74,74,68,71,29,28
Frederik Gauthier,Montreal,22,74,67,77,76,72,57,67,67,72,70,69,29,28
Jay Harrison,Montreal,35,72,67,75,74,65,58,68,70,70,73,65,42,47
Joseph Blandisi,Montreal,23,68,68,72,75,73,70,76,70,70,67,70,28,27
Jyrki Jokipakka,Montreal,26,71,71,76,74,73,75,72,72,72,73,65,29,29
Luke Gazdic,Montreal,28,80,68,81,73,72,36,71,70,70,67,65,32,30
Matt Frattin,Montreal,30,65,76,67,75,68,75,76,71,73,66,70,31,31
Matthew Peca,Montreal,24,67,70,67,71,72,72,70,71,70,68,69,28,27
Michael Parks,Montreal,25,66,69,72,68,69,70,67,68,67,67,68,27,27
Mike Weber,Montreal,30,74,68,75,74,71,53,70,71,71,72,61,38,38
Nikita Nikitin,Montreal,31,64,73,74,76,65,78,74,70,70,71,68,36,36
Robin Lehner,Montreal,26,85,84,88,84,79,79,83,80,85,0,0,34,32
Trevor Smith,Montreal,33,73,71,72,74,73,72,71,72,72,67,70,29,29
Vadim Shipachev,Montreal,30,67,73,68,75,75,67,74,76,74,68,71,28,27
William Carrier,Montreal,23,70,68,75,76,70,67,68,70,71,69,69,29,28
Adam Henrique,Nashville,28,68,77,71,79,75,79,77,77,77,74,76,41,41
Alexander Ovechkin,Nashville,32,80,86,80,87,88,72,86,80,86,64,90,75,75
Artemi Panarin,Nashville,26,68,80,68,78,73,73,80,82,80,70,80,33,32
Carl Gunnarsson,Nashville,31,73,75,72,77,71,77,75,72,73,77,65,43,43
Connor Hellebuyck,Nashville,24,83,86,82,80,80,78,86,82,85,0,0,30,30
Dan Paille,Nashville,33,67,72,71,72,71,78,72,70,70,71,69,50,48
David Bolland,Nashville,31,73,75,65,72,58,64,76,71,72,71,69,45,45
Dion Phaneuf,Nashville,32,80,72,79,79,80,59,72,77,74,76,72,73,73
Gabriel Landeskog,Nashville,25,74,75,74,80,73,63,75,78,78,70,75,38,42
Jack Skille,Nashville,30,70,74,74,73,72,78,74,71,71,71,70,34,34
Jannik Hansen,Nashville,31,67,76,72,78,75,70,76,74,75,73,74,44,44
Jordan Eberle,Nashville,27,69,81,66,79,73,83,81,80,81,67,78,41,41
Justin Braun,Nashville,30,67,72,77,78,76,74,73,76,76,77,69,41,41
Justin Faulk,Nashville,25,74,77,73,82,70,70,76,79,79,76,77,37,37
Mikael Backlund,Nashville,28,70,78,70,77,73,79,78,79,78,73,76,40,40
Niklas Hjalmarsson,Nashville,30,74,76,78,81,76,76,76,76,75,81,66,49,49
Patrice Bergeron,Nashville,32,74,80,73,82,77,73,80,82,83,80,79,66,72
Pekka Rinne,Nashville,35,88,89,91,85,80,74,88,78,88,0,0,56,56
Rob Scuderi,Nashville,39,72,70,75,75,70,82,70,69,69,75,51,65,60
Torey Krug,Nashville,26,70,77,63,78,70,72,78,82,80,75,74,35,35
Ahti Oksanen,Nashville,24,68,67,72,66,68,68,66,67,66,67,66,27,27
Alexander Burmistrov,Nashville,26,68,76,67,74,74,71,76,72,73,68,71,40,38
Anders Lindback,Nashville,29,80,79,86,77,74,74,79,74,80,0,0,34,32
Brandon Montour,Nashville,23,68,70,73,75,75,73,75,72,71,72,70,28,27
Casey Bailey,Nashville,26,70,68,72,69,69,70,69,71,71,68,70,29,27
Charles Hudon,Nashville,23,66,68,72,74,74,73,74,70,69,68,69,29,27
Charlie Lindgren,Nashville,24,75,78,76,78,79,79,82,77,79,0,0,30,27
Curtis Valk,Nashville,25,64,68,62,70,68,62,68,67,67,66,66,27,27
Damon Severson,Nashville,23,67,72,72,75,77,74,77,75,73,71,70,32,30
Daniel Zarr,Nashville,23,65,67,68,73,73,73,67,67,65,62,65,27,27
Garnet Hathaway,Nashville,26,68,70,70,74,75,75,77,70,70,67,70,30,27
Gavin Bayreuther,Nashville,23,65,70,66,73,71,64,70,65,66,65,63,27,27
Henrik Haapala,Nashville,23,63,71,52,65,60,67,70,69,69,61,66,27,27
Joakim Ryan,Nashville,24,65,67,67,74,74,67,69,70,69,68,66,27,27
Josh Manson,Nashville,26,74,69,77,75,73,60,70,71,72,74,66,32,30
Justin Kloos,Nashville,24,64,71,64,74,70,63,71,65,66,63,66,27,27
Kevin Roy,Nashville,24,64,68,62,69,65,68,66,67,68,66,67,27,27
Lukas Bengtsson,Nashville,24,64,67,63,70,63,67,67,67,67,67,64,27,27
Lukas Sedlak,Nashville,24,69,69,71,76,75,74,70,70,70,72,69,29,28
Matthew Gaudreau,Nashville,23,66,67,60,60,60,59,67,67,67,63,62,26,26
Michael Garteig,Nashville,26,70,76,73,74,75,76,78,74,72,0,0,29,27
Mikael Wikstrand,Nashville,24,68,67,69,65,68,66,64,64,66,66,64,26,26
Mikhail Grigorenko,Nashville,23,67,72,70,76,75,75,77,72,72,69,71,37,31
Ryan Dzingel,Nashville,25,69,73,68,73,74,74,72,74,73,70,72,29,28
Stephen Johns,Nashville,25,72,70,75,73,71,70,71,73,72,69,68,28,27
Teemu Pulkkinen,Nashville,26,70,74,70,74,70,69,70,70,71,69,70,29,27
Travis Boyd,Nashville,24,62,68,71,74,75,73,71,67,68,66,68,27,27
Antoine Roussel,New Jersey,28,81,72,77,76,73,42,72,74,74,71,74,35,35
Ben Bishop,New Jersey,31,87,87,94,87,79,80,87,79,87,0,0,44,44
Brayden Schenn,New Jersey,26,72,78,72,77,77,69,78,81,78,69,78,38,38
Colin Wilson,New Jersey,28,71,74,76,75,67,76,74,74,73,67,73,40,40
Connor Brown,New Jersey,24,73,75,68,73,70,74,75,73,74,70,74,28,28
Erik Karlsson,New Jersey,27,72,84,66,87,80,69,86,92,86,78,82,48,50
Evander Kane,New Jersey,26,81,79,76,81,60,57,78,74,78,68,78,42,40
Evgeni Malkin,New Jersey,31,74,80,78,84,60,64,82,91,94,68,82,58,58
Ilya Kovalchuk,New Jersey,34,63,80,73,76,74,73,80,76,77,64,73,81,77
Jacob Trouba,New Jersey,23,74,75,75,78,66,66,76,76,76,78,72,34,32
Jake Gardiner,New Jersey,27,70,77,70,80,77,75,77,78,77,77,74,40,39
Jason Pominville,New Jersey,35,67,78,68,79,77,86,77,77,77,70,73,70,70
Jori Lehtera,New Jersey,30,69,74,75,77,72,68,73,75,75,70,72,31,31
Justin Schultz,New Jersey,27,66,75,68,78,75,76,75,79,77,75,75,37,36
Kris Versteeg,New Jersey,31,70,77,62,76,65,73,77,77,77,72,74,49,48
Morgan Rielly,New Jersey,23,73,77,75,78,76,75,78,78,78,77,72,39,39
Nazem Kadri,New Jersey,27,76,80,72,79,75,60,80,79,78,70,78,41,41
