name,teamName,age,it,sp,st,en,du,di,sk,pa,pc,df,sc,ex,ld
Shea Weber,Dallas,33,82,74,83,84,69,64,74,79,79,85,78,62,72
Sidney Crosby,Dallas,31,75,85,71,87,75,70,85,95,94,71,85,65,85
Steve Mason,Dallas,30,80,81,82,80,76,74,80,75,82,NA,NA,50,50
Victor Hedman,Dallas,28,79,76,85,85,79,68,77,85,84,86,80,55,55
Anton Khudobin,Dallas,32,78,83,77,79,78,77,82,75,82,NA,NA,42,42
Brodie Ellis,Dallas,36,67,57,70,60,69,35,57,51,51,56,51,25,25
Cedric Paquette,Dallas,25,74,72,73,74,72,67,72,72,71,70,72,33,32
Christian Thomas,Dallas,26,64,73,65,73,67,72,70,71,70,69,69,30,28
Dalton Smith,Dallas,26,68,66,72,66,67,68,64,66,64,65,66,26,26
Dillon Heatherington,Dallas,23,61,69,67,72,72,71,71,64,67,67,63,25,25
Eric Gelinas,Dallas,27,70,70,77,74,69,72,71,70,70,71,68,29,29
Jason Labarbera,Dallas,39,74,76,77,72,71,75,76,74,76,NA,NA,50,46
Jordan Binnington,Dallas,25,78,81,81,78,78,77,80,80,80,NA,NA,29,30
Justin Bailey,Dallas,23,64,70,70,74,73,70,76,69,69,66,69,27,25
Kalle Kossila,Dallas,25,64,67,69,73,73,71,71,66,67,66,67,27,27
Keegan Lowe,Dallas,25,70,66,69,68,68,66,66,67,66,70,65,26,25
Lukas Sutter,Dallas,25,66,66,67,67,68,67,64,65,65,64,63,26,26
Mackenzie Skapski,Dallas,24,70,76,73,75,75,76,78,74,72,NA,NA,28,26
Matt Kassian,Dallas,32,78,59,85,68,63,50,60,63,63,60,59,28,28
Mikko Vainonen,Dallas,24,70,66,73,66,67,60,64,66,64,67,64,25,25
Nathan Oystrick,Dallas,36,73,67,71,70,69,55,69,69,66,67,64,25,25
Nicklas Jensen,Dallas,25,70,69,72,71,70,72,69,70,70,66,67,29,27
Noel Acciari,Dallas,27,68,68,72,75,74,73,76,71,70,67,69,28,27
Tyler Gaudet,Dallas,25,67,69,73,70,69,70,69,65,67,66,68,28,27
Tyler Randell,Dallas,27,71,70,72,72,70,72,71,70,70,67,70,27,25
Zachary Stepan,Dallas,25,68,67,69,65,68,66,65,65,66,64,66,27,26
Alan Quine,Detroit,25,68,71,70,70,69,70,70,71,70,67,70,25,25
Ales Hemsky,Detroit,35,58,74,65,74,58,80,73,70,70,65,69,71,71
Anton Zlobin,Detroit,25,66,68,68,71,69,68,69,68,68,67,67,30,30
Austin Madaisky,Detroit,27,69,65,66,68,67,65,67,64,65,65,65,27,27
Brandon Davidson,Detroit,27,70,67,71,68,68,68,66,70,68,72,65,26,26
Brendan Ranford,Detroit,26,66,71,67,68,68,68,71,70,70,67,70,27,27
Danick Martel,Detroit,24,63,68,62,69,65,68,66,67,68,64,67,25,25
Dennis Rasmussen,Detroit,28,71,67,71,70,70,66,67,70,70,70,69,26,26
Evan Rodrigues,Detroit,25,69,73,69,74,67,67,73,73,72,67,70,25,25
Gustav Olofsson,Detroit,24,65,69,69,73,72,71,71,64,69,69,63,26,26
Jiri Tlusty,Detroit,30,66,70,70,70,68,77,70,70,70,67,70,44,44
Keaton Ellerby,Detroit,30,69,68,72,69,66,72,68,68,68,70,55,32,32
Mark Owuya,Detroit,29,75,75,75,73,73,76,76,68,74,NA,NA,27,27
Matt Finn,Detroit,24,69,68,71,70,70,70,69,68,68,69,67,27,27
Matt Tomkins,Detroit,24,70,77,73,74,75,76,79,74,72,NA,NA,27,25
Nathan Walker,Detroit,25,66,67,68,73,74,74,71,65,66,66,66,27,27
Nick Spaling,Detroit,30,68,70,67,75,70,78,70,69,69,70,69,40,40
Nikita Nesterov,Detroit,25,71,70,69,71,70,70,70,70,70,69,66,28,25
Nikolai Kulemin,Detroit,32,70,71,73,73,75,75,71,70,70,69,69,54,54
Reece Scarlet,Detroit,25,69,66,69,67,67,66,66,67,66,68,65,27,27
Simon Fernholm,Detroit,24,68,66,77,70,65,69,65,62,62,69,61,25,25
Tim Erixon,Detroit,27,67,69,72,73,70,70,72,69,70,71,67,30,28
Troy Grosenick,Detroit,29,77,79,79,76,74,76,77,74,78,NA,NA,30,30
Tyler Ennis,Detroit,29,66,80,58,77,70,73,81,76,75,65,71,36,36
Anthony Louis,Detroit,24,64,66,68,73,73,74,71,64,65,64,66,25,25
Chris Bigras,Detroit,23,65,68,69,73,73,70,70,66,67,66,65,28,26
Cody Rosen,Detroit,28,73,73,72,71,70,72,70,72,71,NA,NA,25,25
Gleason Fournier,Detroit,27,65,65,66,65,67,69,64,66,64,64,63,27,27
Jean Sebastian Dea,Detroit,25,67,72,67,73,66,61,72,70,70,67,69,25,25
Jean-Sebastien Dea,Detroit,25,65,68,68,74,75,74,72,67,67,66,67,27,26
Jordan Weal,Detroit,26,68,73,68,70,68,69,74,72,71,69,71,28,27
Petr Zamorsky,Detroit,26,68,66,66,66,67,68,64,66,64,66,65,28,28
Steven Delisle,Detroit,28,69,63,69,65,60,65,65,66,65,65,64,27,27
Tanner Lane,Detroit,26,65,68,68,65,68,68,66,67,66,64,63,26,26
Adam Lowry,Edmonton,25,75,71,75,75,72,75,73,72,73,74,72,32,29
Aleksander Barkov,Edmonton,23,72,78,78,84,72,79,77,83,80,77,79,32,32
Alexandre Burrows,Edmonton,37,74,73,72,74,71,63,73,70,70,70,70,64,64
Anton Stralman,Edmonton,32,70,76,71,80,77,76,75,74,75,79,70,50,50
Artemi Panarin,Edmonton,27,69,81,67,80,79,73,80,85,84,70,80,33,32
Brad Marchand,Edmonton,30,81,81,69,82,76,60,80,80,81,76,83,50,50
Brian Dumoulin,Edmonton,27,68,74,74,79,74,77,74,75,74,77,70,31,30
Cam Ward,Edmonton,34,79,86,76,80,65,83,86,77,85,NA,NA,62,62
Carl Hagelin,Edmonton,30,68,85,66,77,65,70,83,76,74,70,73,41,40
Connor McDavid,Edmonton,22,71,90,70,88,75,72,91,94,93,70,83,34,40
Dan Hamhuis,Edmonton,36,70,74,74,78,66,71,73,75,75,78,66,78,77
Dmitry Orlov,Edmonton,27,72,74,74,79,82,75,75,77,76,77,72,33,33
Duncan Keith,Edmonton,35,73,79,74,86,80,76,79,80,80,83,72,71,75
Frans Nielsen,Edmonton,34,67,78,66,80,76,80,77,78,77,73,73,61,54
Ian Cole,Edmonton,29,75,72,76,78,72,72,73,71,72,77,65,37,36
John Gibson,Edmonton,25,90,89,87,85,80,75,88,80,92,NA,NA,35,35
Logan Shaw,Edmonton,26,73,69,75,73,73,71,72,71,72,70,69,30,28
Maxime Talbot,Edmonton,35,70,70,68,72,70,71,70,69,69,69,68,57,57
Nick Holden,Edmonton,31,75,70,76,76,72,73,70,73,73,74,70,32,31
Nikolaj Ehlers,Edmonton,22,68,78,72,79,77,73,78,78,78,71,78,33,31
Ryan Strome,Edmonton,25,68,76,70,77,73,70,75,74,73,69,71,32,28
Ryan Suter,Edmonton,34,81,73,78,88,78,76,72,81,80,83,70,63,64
Vladimir Tarasenko,Edmonton,27,70,81,73,81,77,73,81,83,82,69,83,37,35
Adam Erne,Edmonton,23,66,71,75,75,74,74,72,69,70,68,69,29,28
Cameron Gaunce,Edmonton,28,71,67,74,71,65,63,66,68,70,67,65,28,27
Carson Soucy,Edmonton,24,64,67,69,73,73,70,70,65,66,66,64,26,26
Dylan Blujus,Edmonton,25,62,69,67,72,71,71,71,64,67,67,63,27,27
Emil Johansson,Edmonton,22,68,70,68,72,67,66,70,67,66,68,62,25,25
Emile Poirier,Edmonton,24,64,70,70,74,73,69,75,69,69,66,69,29,27
Frederick Gaudreau,Edmonton,25,68,70,73,76,76,75,73,69,71,69,68,30,27
Ivan Barbashev,Edmonton,23,70,71,72,75,67,68,71,70,70,69,70,25,25
Janne Juvonen,Edmonton,24,75,75,75,74,73,74,75,73,75,NA,NA,25,25
Jeremy Morin,Edmonton,27,70,71,70,72,68,67,70,69,72,69,70,30,28
Jhonas Enroth,Edmonton,30,76,79,74,80,77,77,80,73,81,NA,NA,39,39
Joshua Jacobs,Edmonton,22,67,72,70,73,67,65,72,65,65,70,60,25,25
Justin Shugg,Edmonton,27,66,68,65,70,65,71,69,66,68,64,67,28,27
Magnus Hellberg,Edmonton,27,77,77,78,75,76,76,78,74,78,NA,NA,30,29
Michael St.Croix,Edmonton,25,66,68,64,67,68,68,66,67,66,64,65,27,27
Morgan Ellis,Edmonton,26,72,68,74,69,69,69,69,67,68,69,65,27,27
Niklas Hansson,Edmonton,24,69,79,69,73,69,68,69,66,68,67,60,25,25
Reid Duke,Edmonton,23,67,68,69,72,62,68,68,66,65,65,65,25,25
Sam Carrier,Edmonton,26,65,66,69,66,67,68,64,66,64,65,64,27,27
Trevor Carrick,Edmonton,24,66,68,69,74,74,69,73,68,69,70,66,29,27
Tyler Wotherspoon,Edmonton,25,72,67,76,76,69,68,67,67,67,71,66,37,30
Zach Trotman,Edmonton,28,67,66,77,74,72,75,68,70,71,72,67,28,27
Alex Chiasson,Florida,28,73,72,76,76,75,70,73,73,73,69,74,34,34
Andrej Sekera,Florida,32,69,76,74,76,70,75,75,73,73,75,69,52,48
Anthony Mantha,Florida,24,70,75,79,77,75,68,77,76,75,70,75,30,26
Antti Niemi,Florida,35,81,83,78,81,76,81,81,75,81,NA,NA,46,42
Bobby Ryan,Florida,31,68,76,74,77,70,72,75,76,76,68,73,52,49
Brayden Point,Florida,22,72,79,67,80,75,71,78,80,80,70,80,27,27
Carl Soderberg,Florida,33,70,76,73,78,75,74,75,75,76,74,73,37,35
Chris Stewart,Florida,31,77,72,79,73,70,49,73,70,70,67,69,45,45
Chris Terry,Florida,29,67,74,68,74,74,75,73,73,73,63,71,32,31
Danny Dekeyser,Florida,28,68,75,74,76,73,72,75,73,73,75,70,38,37
Devan Dubnyk,Florida,32,88,88,92,82,78,77,88,81,87,NA,NA,43,43
Joel Edmundson,Florida,25,75,70,77,76,70,59,69,70,70,75,69,28,28
Justin Williams,Florida,37,74,75,72,77,72,68,76,77,77,73,73,85,85
Kris Russell,Florida,31,70,76,67,79,69,79,75,75,74,79,70,51,51
Leon Draisaitl,Florida,23,72,77,77,82,76,70,79,84,83,68,79,36,30
Mark Visentin,Florida,26,75,76,75,73,74,77,76,77,76,NA,NA,29,28
Martin Gernat,Florida,25,68,66,70,66,67,67,66,66,66,66,64,29,28
Matt Dumba,Florida,24,76,74,75,79,79,68,74,78,77,76,76,39,33
Matt Hackett,Florida,28,79,79,76,73,71,78,80,70,78,NA,NA,29,28
Matt Puempel,Florida,26,69,70,70,73,68,70,70,69,69,69,69,32,28
Matt Tennyson,Florida,28,71,71,74,74,71,72,71,70,70,70,67,30,29
Mikkel Boedker,Florida,29,63,80,68,77,72,77,80,76,76,69,72,45,45
Nick Paul,Florida,23,66,70,74,74,73,70,70,69,70,66,69,28,27
Nikita Soshnikov,Florida,25,71,74,69,74,71,75,71,70,71,71,68,28,28
Radek Faksa,Florida,25,73,72,77,76,76,70,74,74,74,72,73,31,29
Ryan Ellis,Florida,28,68,79,65,77,66,75,79,78,78,76,74,37,34
Victor Rask,Florida,25,72,68,75,76,73,72,73,75,74,69,74,39,35
Anthony Camara,Florida,25,68,65,69,66,66,66,65,66,66,64,65,27,27
Anthony Peluso,Florida,29,77,68,78,73,69,53,68,67,67,60,65,31,31
Colin Blackwell,Florida,25,64,68,66,69,66,69,68,67,68,65,67,28,28
J.T. Brown,Florida,28,73,73,70,74,74,74,73,71,72,68,70,31,30
Joffrey Lupul,Florida,35,70,70,71,76,42,71,72,70,72,66,71,64,64
Kasimir Kaskisuo,Florida,25,71,74,71,74,75,78,81,75,75,NA,NA,26,26
Matt Grzelcyk,Florida,25,72,70,73,70,69,66,71,70,69,69,69,28,28
Max Gaede,Florida,26,66,67,68,67,67,69,66,66,66,64,65,27,27
Michael Sgarbossa,Florida,26,72,72,67,74,73,65,71,72,72,67,69,29,29
Mike Kostka,Florida,33,70,69,74,73,73,68,69,71,68,71,64,31,31
Steve Michalek,Florida,25,72,75,75,75,75,75,76,76,76,NA,NA,29,29
Steven Fogarty,Florida,25,71,66,72,70,69,65,67,66,66,65,66,28,28
Travis Dermott,Florida,22,64,75,68,75,63,74,75,74,73,73,68,25,25
Alex Killorn,Islanders,29,73,73,74,78,73,68,73,78,76,72,73,36,36
Andrew Desjardins,Islanders,32,73,71,71,73,67,65,72,71,70,70,69,37,37
Chris Thorburn,Islanders,35,78,66,80,74,70,55,69,71,71,70,70,50,50
Cody Franson,Islanders,31,71,70,75,74,70,75,70,72,73,74,70,40,41
Connor Carrick,Islanders,24,70,72,71,74,72,68,71,71,73,72,69,32,28
Corey Perry,Islanders,33,80,76,80,82,79,60,77,78,79,73,76,66,66
Devante Smith-Pelly,Islanders,26,75,73,77,75,69,71,73,71,71,68,70,32,32
Dmitrij Jaskin,Islanders,25,73,71,74,76,72,74,71,71,71,74,67,33,29
Henrik Lundqvist,Islanders,36,84,86,80,84,77,92,89,82,86,NA,NA,74,76
James Reimer,Islanders,30,84,86,84,79,72,81,86,76,84,NA,NA,42,42
James Wisniewski,Islanders,34,73,72,71,74,65,70,72,72,71,72,68,54,52
Jared Boll,Islanders,32,85,69,80,73,67,35,70,69,69,69,62,48,48
Joe Thornton,Islanders,39,70,70,80,80,80,71,71,82,81,73,72,92,94
Johnny Boychuk,Islanders,35,77,75,79,80,69,73,74,76,75,80,72,43,43
Kyle Chipchura,Islanders,32,73,68,73,72,70,67,70,70,70,68,70,41,39
Michael Del Zotto,Islanders,28,70,78,69,77,64,75,78,75,75,74,70,42,40
Mikhail Grabovski,Islanders,35,73,78,62,74,50,73,76,75,74,68,71,48,44
Pavel Datsyuk,Islanders,40,65,77,64,76,56,82,77,77,78,74,72,85,84
Ryan Kesler,Islanders,34,77,74,77,78,73,57,74,77,77,74,73,70,70
Sami Vatanen,Islanders,27,70,78,66,78,72,70,78,78,77,76,72,34,34
Andre Benoit,Islanders,35,66,72,68,73,69,79,73,72,73,70,69,34,33
Anssi Salmela,Islanders,34,66,65,70,70,70,62,68,69,68,71,64,27,27
Brennan Serville,Islanders,25,68,65,73,64,64,69,63,65,65,66,64,26,26
Brent Regner,Islanders,29,64,70,65,71,64,75,68,70,66,66,64,28,27
Brock McGinn,Islanders,25,69,72,73,73,72,71,74,73,73,69,70,29,27
Corey Fienhage,Islanders,28,68,65,68,65,64,66,65,67,66,65,65,26,26
David Wohlberg,Islanders,28,65,68,66,67,67,69,67,66,67,64,66,26,26
Gemel Smith,Islanders,24,70,74,72,74,71,72,74,69,70,70,69,28,28
Jaroslav Halak,Islanders,33,83,84,79,80,75,81,83,79,85,NA,NA,51,51
Johan Franzen,Islanders,39,72,71,74,72,48,71,70,72,71,68,70,59,59
Jordan Samuels-Thomas,Islanders,28,68,67,67,66,68,70,67,67,67,65,65,27,27
Jordan Szwarz,Islanders,27,68,70,66,73,70,68,70,70,72,68,70,28,27
Kevin Lynch,Islanders,27,65,68,66,67,67,69,67,66,67,64,66,27,27
Kevin Sundher,Islanders,27,68,66,68,66,67,68,64,66,64,65,66,27,27
Max Everson,Islanders,25,69,65,73,65,65,69,63,65,65,66,64,27,27
Rob Flick,Islanders,27,68,67,68,65,68,65,64,64,66,64,66,27,27
Robert Czarnik,Islanders,29,63,65,64,65,64,70,65,68,64,67,65,27,27
Alexander Edler,LosAngeles,32,74,74,78,80,67,67,74,78,77,76,71,56,54
Alexander Petrovic,LosAngeles,26,78,70,78,76,65,50,70,72,72,75,65,28,28
Andrej Sustr,LosAngeles,28,70,67,77,74,72,72,72,72,72,74,64,31,31
Artem Anisimov,LosAngeles,30,67,76,73,77,74,81,76,76,77,70,76,45,45
Brayden McNabb,LosAngeles,28,76,70,78,76,70,67,71,74,74,77,67,37,34
David Desharnais,LosAngeles,32,69,80,58,75,73,76,80,76,75,69,72,38,38
David Savard,LosAngeles,28,69,75,74,77,73,70,75,77,74,76,70,32,32
Jack Campbell,LosAngeles,27,80,82,79,78,74,78,80,78,81,NA,NA,27,27
Jakob Silfverberg,LosAngeles,28,69,77,71,77,77,75,77,76,75,73,75,40,38
Jeff Skinner,LosAngeles,26,72,82,70,77,74,74,82,77,80,66,81,45,45
Joey Hishon,LosAngeles,27,60,75,63,71,70,76,71,69,71,67,68,26,25
Jordan Schroeder,LosAngeles,28,67,74,68,72,72,75,73,72,72,70,71,30,29
Marcus Johansson,LosAngeles,28,66,80,67,78,72,81,80,77,77,69,74,45,45
Michael Grabner,LosAngeles,31,63,82,67,75,70,78,82,73,76,69,77,41,39
Nathan Beaulieu,LosAngeles,26,73,76,75,76,64,60,76,74,73,74,67,32,29
Patrik Berglund,LosAngeles,30,64,75,75,77,76,76,75,73,75,71,74,49,45
Richard Panik,LosAngeles,28,72,76,72,74,74,70,75,72,74,68,74,33,31
Sergei Bobrovsky,LosAngeles,30,88,90,86,90,85,80,90,85,90,NA,NA,55,55
Troy Brouwer,LosAngeles,33,72,70,76,79,78,61,71,71,73,72,73,52,52
Zach Parise,LosAngeles,34,72,79,67,79,70,77,80,78,78,70,75,65,73
Andrei Pedan,LosAngeles,25,71,66,72,66,68,67,68,67,68,67,64,28,28
Andrey Makarov,LosAngeles,25,75,75,73,78,79,79,79,78,79,NA,NA,25,25
Anton Slepyshev,LosAngeles,24,68,72,70,73,75,75,73,70,70,68,70,30,27
Artur Gavrus,LosAngeles,25,69,66,68,68,68,70,65,64,65,64,66,27,27
Bill Arnold,LosAngeles,26,66,66,64,67,67,70,66,67,66,65,65,26,26
Brandon Alderson,LosAngeles,27,62,65,69,68,68,66,66,66,66,65,67,25,25
Cody Eakin,LosAngeles,27,73,77,71,76,75,74,75,75,75,69,73,36,36
Cody Payne,LosAngeles,25,69,66,68,68,66,69,65,64,66,64,65,26,26
Colin Smith,LosAngeles,25,68,68,69,66,65,66,67,67,68,65,67,27,25
David Musil,LosAngeles,25,70,66,70,66,67,67,67,65,66,66,64,27,27
Dylan Olsen,LosAngeles,28,71,71,75,73,69,69,71,71,70,72,64,27,27
Eetu Laurikainen,LosAngeles,26,73,74,72,77,78,77,76,77,76,NA,NA,25,25
Emil Galimov,LosAngeles,26,69,69,70,69,66,71,69,69,70,68,69,27,25
Graham Black,LosAngeles,26,68,66,69,66,67,68,64,66,64,67,67,25,25
Guillaume Gelinas,LosAngeles,25,62,70,62,65,60,63,70,66,70,66,66,27,27
Iiro Pakarinen,LosAngeles,27,66,72,71,75,70,73,71,70,70,66,70,31,27
Jonathan Racine,LosAngeles,25,66,69,71,71,69,68,69,68,68,68,67,28,27
Jordan Oesterle,LosAngeles,26,69,71,71,72,69,71,72,70,70,73,67,29,28
Kyle Beach,LosAngeles,29,74,68,74,70,65,45,70,70,66,60,71,25,25
Liam O'Brien,LosAngeles,24,73,67,71,74,71,70,69,68,70,70,70,31,27
Madison Bowey,LosAngeles,23,71,68,75,73,65,58,68,68,69,72,66,28,28
Marek Hrivik,LosAngeles,27,62,68,68,67,67,65,65,66,65,65,66,25,25
Mike Aviani,LosAngeles,25,60,66,65,67,67,69,69,68,68,66,66,27,27
Nathan Gerbe,LosAngeles,31,67,79,55,76,60,72,79,70,71,63,69,38,38
Nick Sorensen,LosAngeles,24,65,67,72,73,73,70,70,64,66,65,67,26,25
Zack Mitchell,LosAngeles,26,69,68,70,68,68,72,68,67,67,67,67,25,25
Alexander Semin,Minnesota,34,60,74,70,73,61,68,76,73,73,65,71,57,50
Andy Andreoff,Minnesota,27,75,68,75,74,66,60,69,71,70,69,68,29,27
Brandon Saad,Minnesota,26,72,77,74,78,75,77,78,76,76,72,77,39,36
Brett Ritchie,Minnesota,25,74,68,75,72,70,70,70,71,72,70,73,30,28
Clayton Stoner,Minnesota,33,74,68,76,70,61,58,69,70,70,73,60,37,37
Craig Cunningham,Minnesota,28,67,70,66,73,69,72,70,70,69,69,67,27,25
Darren Archibald,Minnesota,29,75,67,74,71,67,67,66,68,69,65,64,26,26
Evgeny Kuznetsov,Minnesota,26,71,80,70,78,76,68,80,85,83,71,76,37,34
Filip Forsberg,Minnesota,24,71,81,71,81,75,72,79,80,81,72,78,35,32
Hampus Lindholm,Minnesota,25,72,76,76,78,74,71,76,78,78,78,73,32,31
Jakub Kindl,Minnesota,32,68,70,74,73,61,73,70,69,69,72,62,36,36
Jesper Fast,Minnesota,27,68,76,69,75,70,73,76,74,73,69,73,29,28
John Klingberg,Minnesota,26,69,79,67,80,73,75,80,83,82,75,75,38,34
Kevin Hayes,Minnesota,26,72,72,77,77,72,75,73,77,77,72,75,34,34
Logan Couture,Minnesota,29,69,75,73,82,70,83,75,80,80,73,78,43,43
Mark Scheifele,Minnesota,25,71,76,76,80,72,74,77,85,85,72,82,36,36
Markus Granlund,Minnesota,25,69,74,69,75,70,68,73,73,73,67,74,30,30
Martin Jones,Minnesota,29,86,88,84,84,80,81,88,77,87,NA,NA,38,38
Nathan Lieuwen,Minnesota,27,78,78,78,74,75,78,76,77,78,NA,NA,27,27
Nathan MacKinnon,Minnesota,23,69,83,71,82,72,70,83,87,86,70,83,39,39
Oscar Lindberg,Minnesota,27,72,72,72,75,70,69,72,73,72,69,72,33,32
Paul Bissonnette,Minnesota,33,81,66,80,72,68,43,64,65,64,69,63,35,34
Sami Aittokallio,Minnesota,26,74,75,75,73,75,76,75,77,78,NA,NA,27,29
Seth Jones,Minnesota,24,72,74,80,82,74,75,76,82,80,80,76,39,38
Travis Hamonic,Minnesota,28,75,73,75,75,67,58,73,72,73,75,69,40,39
Trevor Lewis,Minnesota,32,73,75,70,75,74,72,75,72,72,70,73,40,39
William Nylander,Minnesota,22,69,78,72,79,70,70,78,80,80,69,75,25,25
Zach Redmond,Minnesota,30,67,72,73,71,68,65,72,70,70,71,69,28,28
Zemgus Girgensons,Minnesota,25,68,72,74,76,71,74,72,72,72,69,71,35,31
Alexandre Grenier,Minnesota,27,68,64,69,70,66,65,68,68,68,65,66,28,27
Danton Heinen,Minnesota,23,72,73,73,75,70,69,74,73,73,70,72,25,25
Igor Bobkov,Minnesota,28,76,75,79,73,70,73,75,70,74,NA,NA,28,30
Jared Knight,Minnesota,27,66,68,65,68,64,68,67,66,66,66,65,27,27
Johan Sundstrom,Minnesota,26,69,66,70,67,66,71,67,69,67,66,67,27,25
Lucas Lessio,Minnesota,26,70,65,71,69,70,70,68,68,67,66,67,30,26
Nikolay Goldobin,Minnesota,23,68,74,72,74,65,70,74,73,72,70,71,25,25
Oleg Yevenko,Minnesota,28,71,66,77,69,67,65,67,66,65,65,65,27,27
Sebastian Wannstrom,Minnesota,27,68,65,68,67,65,66,64,66,66,65,67,27,27
Tyler Eckford,Minnesota,33,65,66,71,70,69,58,66,68,68,66,66,25,25
Alex Goligoski,Montreal,33,70,77,68,79,80,73,78,76,77,75,71,46,46
Andrew Shaw,Montreal,27,78,76,73,77,74,55,70,75,74,71,73,39,39
Ben Hutton,Montreal,25,72,72,74,78,75,73,71,76,75,73,71,30,30
Calle Jarnkrok,Montreal,27,64,78,65,77,74,74,77,75,76,74,74,34,33
Corey Crawford,Montreal,34,87,86,85,81,76,81,90,77,87,NA,NA,49,47
Craig Smith,Montreal,29,72,75,73,77,78,73,75,74,76,70,75,41,41
David Krejci,Montreal,32,75,78,70,82,69,77,79,82,81,74,73,60,59
David Perron,Montreal,30,74,79,71,79,72,63,78,79,79,69,74,51,51
Evgeny Dadonov,Montreal,29,70,77,70,80,77,80,77,79,80,71,79,32,31
Jake Gardiner,Montreal,28,70,77,70,79,77,75,77,79,79,77,72,41,39
James van Riemsdyk,Montreal,29,69,74,76,79,73,72,74,79,79,68,80,42,42
Johnny Oduya,Montreal,37,69,76,69,76,77,77,77,71,72,76,61,64,61
Jonas Gustavsson,Montreal,34,80,81,81,79,70,76,81,74,80,NA,NA,38,38
Jordan Staal,Montreal,30,74,74,80,79,62,72,75,76,76,75,74,57,57
Karl Alzner,Montreal,30,74,72,78,78,81,76,71,71,73,78,62,45,42
Kyle Okposo,Montreal,30,75,78,77,78,73,65,77,77,78,67,75,44,44
Luke Glendening,Montreal,29,75,75,71,75,75,70,73,71,73,72,71,31,31
Marc Staal,Montreal,32,72,74,80,77,68,75,74,72,72,78,69,49,48
Nick Foligno,Montreal,31,76,74,74,78,76,69,74,75,76,72,73,54,60
Niklas Grossman,Montreal,34,70,67,76,75,70,73,69,70,70,72,59,49,46
P.K. Subban,Montreal,29,77,81,74,84,78,58,81,85,84,77,78,40,38
Rene Bourque,Montreal,37,68,75,74,75,65,70,75,70,70,68,70,59,54
Reto Berra,Montreal,32,80,80,79,75,72,74,81,77,80,NA,NA,35,35
Ryan White,Montreal,30,80,72,74,74,59,50,70,70,70,69,69,32,32
Trevor Smith,Montreal,34,73,71,72,72,73,72,71,70,70,67,69,29,29
Colton Hargrove,Montreal,26,69,67,72,68,68,71,66,67,67,67,67,29,27
Dillon Simpson,Montreal,26,69,67,69,69,68,68,66,66,65,68,65,27,27
Frederik Gauthier,Montreal,23,74,69,77,76,72,57,68,68,72,70,69,29,28
Joseph Blandisi,Montreal,24,68,68,72,75,73,70,76,70,70,67,70,28,27
Kyle Quincey,Montreal,33,70,72,72,74,71,63,71,70,70,74,69,45,44
Luke Gazdic,Montreal,29,80,68,81,73,72,36,71,70,70,67,65,32,30
Mark Stuart,Montreal,34,72,69,73,72,70,53,69,69,69,73,60,56,56
Matt Frattin,Montreal,31,65,76,67,75,68,75,76,71,73,66,70,31,31
Matthew Peca,Montreal,25,68,72,70,73,72,72,71,71,70,70,70,28,27
Robin Lehner,Montreal,27,85,86,88,85,79,79,84,80,85,NA,NA,34,32
William Carrier,Montreal,24,73,69,77,76,70,67,69,70,71,70,71,29,28
Zac Rinaldo,Montreal,28,84,74,80,75,74,30,71,69,69,67,65,39,32
Adam Henrique,Nashville,29,68,77,71,78,75,79,77,77,77,74,75,41,41
Alexander Ovechkin,Nashville,33,80,86,80,87,88,72,86,80,85,64,91,75,75
Brad Boyes,Nashville,36,64,69,70,70,70,72,72,69,69,65,69,71,71
Charles Hudon,Nashville,24,66,68,72,74,74,73,74,70,70,68,69,30,27
Connor Hellebuyck,Nashville,25,86,87,85,82,81,78,88,84,89,NA,NA,32,32
Damon Severson,Nashville,24,68,72,73,77,77,74,77,77,75,73,73,33,31
Dan Paille,Nashville,34,67,72,71,72,71,78,72,70,70,70,69,50,48
Dion Phaneuf,Nashville,33,78,71,78,78,78,60,70,72,72,75,69,73,68
Gabriel Landeskog,Nashville,26,74,76,74,80,73,63,76,80,81,70,78,42,46
Garnet Hathaway,Nashville,27,68,70,70,74,75,75,75,71,70,67,70,30,27
Henrik Samuelsson,Nashville,25,64,66,68,73,73,73,71,64,65,64,65,27,27
Jack Skille,Nashville,31,70,73,73,72,72,78,74,70,70,70,69,34,34
Jakub Vrana,Nashville,22,69,72,71,76,70,69,72,75,75,69,73,25,25
Jannik Hansen,Nashville,32,67,75,72,73,65,70,75,71,71,70,71,44,44
Jordan Eberle,Nashville,28,69,81,66,79,73,83,81,79,80,67,77,41,41
Justin Braun,Nashville,32,67,72,77,78,76,74,73,76,76,77,69,42,41
Justin Faulk,Nashville,26,72,77,73,81,70,70,76,77,78,74,75,45,40
Juuse Saros,Nashville,23,79,84,84,79,75,70,84,80,83,NA,NA,25,25
Mika Zibanejad,Nashville,25,69,74,77,78,74,76,75,78,77,71,78,38,35
Mikael Backlund,Nashville,29,70,78,70,77,73,75,78,77,77,72,75,42,41
Mikhail Grigorenko,Nashville,24,67,72,70,76,75,75,77,72,72,69,71,38,31
Niklas Hjalmarsson,Nashville,31,74,75,78,80,76,76,76,74,73,80,66,49,49
Rob Scuderi,Nashville,40,71,70,74,73,70,82,70,69,69,72,51,65,60
Ryan Johansen,Nashville,26,69,75,77,81,75,79,76,81,81,70,74,42,41
