name,teamName,age,it,sp,st,en,du,di,sk,pa,pc,df,sc,ex,ld
John Carlson,Pittsburgh,29,72,77,79,83,93,78,77,82,79,78,76,69,63
John Gilmour,San Jose,25,66,70,71,74,73,70,72,69,68,68,67,31,30
John Hayden,Columbus,23,71,69,75,74,65,60,69,69,69,67,69,33,32
John Klingberg,Minnesota,26,69,79,67,80,73,75,80,86,85,75,75,48,51
John Moore,Pittsburgh,28,68,76,75,75,70,76,76,72,73,74,70,59,54
John Quenneville,Vancouver,22,69,73,71,73,69,64,73,71,71,65,69,31,30
John Tavares,St. Louis,28,72,78,74,85,73,74,78,87,86,70,84,72,71
Johnny Boychuk,Islanders,35,77,75,79,80,69,73,74,76,75,80,72,70,62
Johnny Gaudreau,Rangers,25,66,83,64,82,75,76,84,84,86,70,79,50,46
Johnny Oduya,Carolina,37,69,76,69,76,77,77,77,71,72,76,61,85,77
Jon Marchessault,Ottawa,28,69,80,68,80,74,72,81,79,80,71,78,44,40
Jon Merrill,Dallas,27,72,70,75,75,71,73,71,72,71,74,66,46,43
Jonas Brodin,St. Louis,25,72,77,72,80,78,71,75,76,76,80,71,55,51
Jonathan Drouin,Rangers,23,68,80,70,79,72,72,80,79,79,68,75,45,42
Jonathan Ericsson,Ottawa,34,72,70,79,76,65,72,70,71,71,75,65,71,63
Jonathan Huberdeau,Rangers,25,70,77,71,81,70,70,77,82,81,75,78,54,55
Jonathan Toews,Ottawa,30,77,80,75,86,82,68,80,82,83,80,78,80,83
Jonny Brodzinski,Carolina,25,69,67,69,67,67,68,67,67,68,66,67,32,31
Joonas Donskoi,Washington,26,72,75,70,77,70,70,72,76,75,74,73,42,40
Jordan Eberle,Nashville,28,69,81,66,79,73,83,81,79,80,67,77,67,61
Jordan Greenway,Carolina,22,64,73,76,72,65,68,72,71,71,68,70,30,30
Jordan Martinook,Ottawa,26,72,72,74,75,73,71,72,72,72,69,72,45,43
Jordan Nolan,Tampa Bay,29,78,69,78,74,68,61,71,69,71,71,67,54,49
Jordan Oesterle,LosAngeles,26,69,71,71,72,69,71,72,70,70,73,67,36,33
Jordan Schmaltz,Colorado,25,70,70,72,74,70,71,70,70,69,73,67,31,30
Jordan Schroeder,LosAngeles,28,67,74,68,72,72,75,73,72,72,70,71,42,38
Jordan Staal,Montreal,30,74,74,80,79,62,72,75,76,76,75,74,84,81
Jordan Szwarz,Islanders,27,68,70,66,73,70,68,70,70,72,68,70,34,32
Jordan Weal,Detroit,26,68,73,68,70,68,69,74,72,71,69,71,37,35
Jordie Benn,St. Louis,31,71,73,71,75,70,72,73,73,72,75,66,56,51
Jori Lehtera,Winnipeg,31,69,74,75,75,72,68,73,73,72,69,70,48,45
Joseph Blandisi,Montreal,24,68,68,72,75,73,70,76,70,70,67,70,35,33
Josh Anderson,Ottawa,24,71,72,73,76,75,74,77,73,73,70,75,40,37
Josh Archibald,Phoenix,26,69,72,70,73,69,67,70,72,71,69,69,34,32
Josh Jooris,Toronto,28,72,74,70,73,68,72,72,70,71,69,69,44,41
Josh Leivo,Toronto,25,72,71,74,72,72,70,71,71,72,68,72,35,32
Josh Manson,Rangers,27,74,72,77,78,73,60,73,76,76,77,70,46,43
Josh Morrissey,Pittsburgh,23,71,77,67,78,68,60,77,75,77,76,72,40,38
Joshua Bailey,Philly,29,70,77,71,78,77,76,77,81,80,71,77,76,74
Jujhar Khaira,Rangers,24,72,69,75,75,73,70,74,71,71,68,70,36,34
Julius Honka,Anaheim,23,70,72,66,69,64,64,71,68,67,70,71,33,32
Jussi Jokinen,Columbus,35,64,75,66,76,75,70,75,74,74,68,70,91,82
Justin Abdelkader,Carolina,31,79,77,77,77,76,50,77,74,74,70,72,71,68
Justin Bailey,Dallas,23,64,70,70,74,73,70,76,69,69,66,69,34,32
Justin Braun,Nashville,32,67,72,77,78,76,74,73,76,76,77,69,64,58
Justin Faulk,Nashville,26,72,77,73,81,70,70,76,77,78,74,75,60,60
Justin Kloos,Nashville,25,64,71,64,74,70,63,71,65,66,63,66,30,30
Justin Schultz,Washington,28,66,75,68,78,75,76,75,79,77,75,75,56,51
Justin Williams,Florida,37,74,75,72,77,72,68,76,77,77,73,73,99,99
Kalle Kossila,Dallas,25,64,67,69,73,73,71,71,66,67,66,67,31,30
Karl Alzner,Florida,30,74,72,78,78,81,76,71,71,73,78,62,73,66
Kasperi Kapanen,LosAngeles,22,72,76,70,75,68,70,75,74,74,69,74,34,32
Keegan Lowe,Dallas,25,70,66,69,68,68,66,66,67,66,70,65,30,30
Keith Yandle,Washington,32,72,80,70,82,90,65,80,86,83,74,72,83,80
Kenny Agostino,Philly,26,70,69,72,74,73,74,71,70,71,70,71,33,30
Kerby Rychel,New Jersey,24,65,70,70,75,73,69,76,69,69,68,70,33,31
Kevan Miller,Winnipeg,31,74,70,75,77,71,65,70,72,72,76,67,49,45
Kevin Bieksa,Chicago,37,79,72,77,78,66,55,71,72,72,76,68,83,74
Kevin Connauton,Columbus,28,74,70,74,75,71,67,70,72,71,74,70,47,43
Kevin Fiala,Anaheim,22,68,73,66,75,69,70,73,73,73,68,73,39,36
Kevin Gravel,Philly,26,69,68,70,69,69,71,69,70,71,70,67,35,33
Kevin Hayes,Minnesota,26,72,72,77,77,72,75,73,77,77,72,75,49,46
Kevin Labanc,Philly,23,67,75,60,76,67,67,75,78,76,64,73,37,36
Kevin Roy,Nashville,25,66,69,67,71,65,68,69,68,69,67,69,31,30
Kevin Shattenkirk,Rangers,30,66,76,70,78,70,67,77,81,80,75,73,64,59
Klas Dahlbeck,Boston,27,71,67,74,71,69,73,70,71,71,71,68,41,38
Kris Russell,Florida,31,70,76,67,79,69,79,75,75,74,79,70,77,69
Kris Versteeg,Dallas,32,70,75,65,74,63,73,75,74,74,70,70,73,65
Kristopher Letang,Chicago,31,70,80,69,83,60,70,80,84,83,74,77,75,72
Kyle Brodziak,Columbus,34,67,73,73,74,78,72,73,70,71,70,70,85,76
Kyle Clifford,Dallas,28,77,71,78,75,75,48,71,72,72,69,69,64,58
Kyle Connor,Minnesota,22,67,77,70,76,70,70,77,77,77,68,75,35,34
Kyle Okposo,Montreal,30,75,78,77,78,73,65,77,77,78,67,75,74,71
Kyle Palmieri,Winnipeg,28,70,78,68,77,70,70,79,77,76,71,78,58,57
Kyle Quincey,Montreal,33,70,72,72,74,71,63,71,70,70,74,69,71,62
Kyle Rau,Colorado,26,69,71,70,72,71,69,72,68,69,68,68,33,31
Kyle Turris,Tampa Bay,29,68,80,69,81,79,72,80,78,78,71,74,70,63
Landon Ferraro,Pittsburgh,27,68,71,70,70,68,69,71,70,70,67,69,36,33
Lars Eller,Colorado,29,73,75,74,78,73,64,76,76,74,72,74,69,62
Lawson Crouse,Vancouver,21,71,72,76,74,68,62,71,71,72,70,70,34,33
Lee Stempniak,Tampa Bay,36,67,75,66,75,69,71,75,74,73,69,71,89,80
Leo Komarov,Colorado,32,81,70,76,76,72,71,71,72,72,73,72,51,47
Leon Draisaitl,Florida,23,72,77,77,82,76,70,79,84,83,68,79,46,43
Liam O'Brien,LosAngeles,24,73,67,71,74,71,70,69,68,70,70,70,32,30
Logan Couture,Minnesota,29,69,75,73,82,70,83,75,80,80,73,78,68,66
Logan Shaw,Edmonton,26,73,69,75,73,73,71,72,71,72,70,69,41,39
Loui Eriksson,Tampa Bay,33,66,77,72,76,73,83,78,73,74,66,72,84,76
Luca Sbisa,Columbus,29,74,72,75,77,74,69,71,72,72,75,62,63,56
Lucas Wallmark,New Jersey,23,67,72,72,73,65,60,72,71,70,68,70,31,30
Lukas Sedlak,Nashville,25,69,69,71,76,75,74,70,70,70,72,69,37,35
Luke Glendening,Winnipeg,29,75,75,71,75,75,70,73,71,73,72,71,53,49
Luke Schenn,Buffalo,29,73,70,77,76,74,62,70,71,71,73,64,75,68
Luke Witkowski,Ottawa,28,77,71,78,73,70,51,69,65,68,69,64,37,34
Madison Bowey,LosAngeles,23,71,68,75,73,65,58,68,68,69,72,66,32,31
Magnus Paajarvi,Chicago,27,68,76,70,75,70,78,76,72,73,66,70,56,50
Marc-Edouard Vlasic,San Jose,31,68,77,73,81,75,73,77,77,77,82,70,87,78
Marc Methot,Dallas,33,72,70,80,76,63,72,70,70,70,76,66,72,63
Marc Staal,Montreal,32,72,74,80,77,68,75,74,72,72,78,69,79,76
Marco Scandella,Carolina,28,72,72,76,76,72,64,72,73,72,76,72,60,54
Marcus Foligno,Tampa Bay,27,74,72,77,76,68,60,71,73,73,68,71,57,52
Marcus Johansson,LosAngeles,28,66,80,67,78,72,81,80,77,77,69,74,64,63
Marcus Kruger,Toronto,28,70,74,69,75,74,76,74,72,72,72,70,59,54
Marcus Pettersson,Toronto,22,73,71,73,74,67,66,72,71,71,74,69,30,30
Marcus Sorensen,New Jersey,26,68,72,73,75,68,70,73,72,72,70,72,33,32
Marek Hrivik,LosAngeles,27,62,68,68,67,67,65,65,66,65,65,66,32,30
Mark Barberio,Philly,28,71,71,73,75,73,72,72,71,72,75,66,46,42
Mark Borowiecki,Tampa Bay,29,80,72,78,75,75,33,72,68,69,71,60,49,44
Mark Giordano,Rangers,35,75,76,74,83,64,68,76,82,81,78,79,80,81
Mark Jankowski,Toronto,24,70,75,75,76,75,71,75,72,74,70,73,34,33
Mark Letestu,Toronto,34,67,75,67,74,70,85,75,73,73,68,71,67,60
Mark Pysyk,Columbus,27,69,72,72,74,72,74,73,74,75,73,69,49,45
Mark Scheifele,Minnesota,25,71,76,76,80,72,74,77,85,85,72,82,54,54
Mark Stone,Tampa Bay,26,71,76,76,80,75,74,76,81,79,80,78,50,51
Marko Dano,Pittsburgh,24,66,70,73,75,75,75,76,70,70,67,70,39,36
Markus Granlund,Minnesota,25,69,74,69,75,70,68,73,73,73,67,74,45,41
Markus Hannikainen,Washington,25,72,70,72,72,67,66,71,69,68,68,69,34,31
Markus Nutivaara,Washington,24,68,74,73,77,76,76,75,75,73,77,70,37,36
Martin Frk,Anaheim,25,70,72,69,70,70,70,67,70,70,65,70,34,33
Martin Hanzal,New Jersey,31,71,71,82,75,59,61,72,73,73,71,71,74,66
Martin Marincin,Vancouver,26,69,72,72,74,71,73,72,72,71,73,63,42,39
Mathew Barzal,Pittsburgh,21,69,79,69,79,75,69,79,80,81,69,75,34,33
Mathieu Perreault,Philly,31,70,79,64,76,68,72,78,77,77,73,73,63,57
Mats Zuccarello,Pittsburgh,31,70,83,60,79,74,69,83,82,80,70,77,60,60
Matt Bartkowski,Boston,30,69,72,70,76,70,72,71,74,71,74,69,49,43
Matt Beleskey,Chicago,30,78,72,73,75,71,60,72,72,71,65,71,62,55
Matt Calvert,Columbus,29,74,75,70,77,62,62,75,73,73,72,72,58,52
Matt Cullen,Chicago,42,70,71,72,76,72,79,70,72,72,73,70,99,99
Matt Duchene,Tampa Bay,28,69,84,70,82,74,80,84,79,80,70,76,71,65
Matt Dumba,Florida,24,76,74,75,79,79,68,74,78,77,76,76,49,46
Matt Grzelcyk,Florida,25,72,70,73,70,69,66,71,70,69,69,69,34,32
Matt Hendricks,Boston,37,78,72,78,74,72,60,72,68,70,70,68,69,62
Matt Hunwick,Rangers,33,69,74,70,75,70,73,74,71,71,73,65,66,58
Matt Irwin,San Jose,31,68,69,75,75,69,72,70,72,72,74,70,49,45
Matt Martin,Dallas,29,81,70,79,76,76,45,69,70,70,68,70,67,61
Matt Niskanen,New Jersey,32,72,77,72,80,78,71,76,79,79,79,71,81,74
Matt Read,Tampa Bay,32,68,76,69,75,72,77,76,72,72,69,70,58,54
Matt Stajan,Washington,35,64,72,66,73,70,72,72,71,71,70,70,95,85
Matt Tennyson,Florida,28,71,71,74,74,71,72,71,70,70,70,67,39,36
Matthew Nieto,Ottawa,26,67,77,67,76,72,74,76,74,74,68,72,51,48
Matthew Peca,Montreal,25,68,72,70,73,72,72,71,71,70,70,70,31,30
Matthew Tkachuk,Columbus,21,79,71,77,78,70,61,72,78,77,70,78,38,41
Mattias Ekholm,St. Louis,28,74,69,77,79,74,68,73,77,78,78,72,55,56
Mattias Janmark-Nylen,Buffalo,26,69,75,72,75,69,70,74,73,74,69,72,39,37
Max Domi,San Jose,23,76,79,72,78,70,64,80,77,76,69,73,43,41
Max McCormick,Chicago,26,70,70,70,68,67,65,71,70,70,67,69,34,32
Max Pacioretty,Boston,30,71,77,76,80,73,74,77,79,79,71,80,71,64
Melker Karlsson,Ottawa,28,70,72,70,75,70,74,72,72,72,70,72,46,43
Michael Bournival,St. Louis,26,65,74,69,72,70,76,74,69,72,71,70,38,35
Michael Chaput,Ottawa,26,70,72,72,73,73,69,72,71,71,70,69,40,36
Michael Dal Colle,Detroit,22,62,63,70,72,73,70,66,65,70,64,72,30,30
Michael Del Zotto,Islanders,28,70,78,69,77,64,75,78,75,75,74,70,67,65
Michael Ferland,Chicago,26,74,72,75,77,73,67,72,76,75,68,75,45,43
Michael Frolik,Carolina,30,67,77,72,77,77,73,75,75,75,71,72,76,69
Michael Grabner,LosAngeles,31,63,82,67,75,70,78,82,73,76,69,77,66,60
Michael McCarron,Colorado,23,77,66,81,75,70,57,68,72,73,70,67,35,32
Michael Stone,Ottawa,28,76,70,76,77,72,70,70,75,73,76,69,57,52
Michal Kempny,Chicago,28,70,78,72,78,75,72,79,72,73,77,66,36,35
Miikka Salomaki,Philly,25,69,71,70,72,68,70,71,71,71,69,70,39,36
Mika Zibanejad,Nashville,25,69,74,77,78,74,76,75,78,77,71,78,56,56
Mikael Backlund,Nashville,29,70,78,70,77,73,75,78,77,77,72,75,66,64
Mikael Granlund,Rangers,26,68,78,69,82,72,74,77,82,81,77,75,55,51
Mike Green,Vancouver,33,69,78,73,77,65,68,78,78,78,71,75,82,73
Mike Hoffman,Chicago,29,68,83,71,79,73,77,82,79,78,66,79,53,48
Mike Reilly,Rangers,25,70,69,73,74,73,69,74,70,72,71,69,37,35
Mikhail Sergachev,Pittsburgh,20,70,75,73,76,70,69,75,76,75,76,71,34,33
Mikkel Boedker,Florida,29,63,80,68,77,72,77,80,76,76,69,72,70,63
Mikko Koivu,Chicago,35,71,74,76,77,72,69,75,76,77,73,73,90,91
Mikko Rantanen,Anaheim,22,69,75,76,79,70,69,75,81,80,70,75,40,38
Milan Lucic,Washington,30,84,70,84,79,77,61,70,75,74,73,71,82,79
Miles Wood,St. Louis,23,72,71,75,76,75,69,76,72,72,68,71,38,36
Mirco Mueller,Toronto,23,64,70,76,75,65,70,70,67,74,74,62,36,33
Mitch Marner,New Jersey,21,71,82,67,79,70,70,82,83,84,68,76,39,37
Morgan Klimchuk,Montreal,23,62,73,69,68,69,72,60,69,69,68,67,30,30
Morgan Rielly,New Jersey,24,73,79,75,80,76,75,78,80,82,77,73,54,55
Nail Yakupov,Philly,25,63,75,67,75,70,75,75,74,75,63,71,52,48
Nate Prosser,Phoenix,32,71,68,74,73,70,67,71,71,72,75,61,54,48
Nate Schmidt,Boston,27,70,74,73,77,73,74,74,73,74,76,70,48,44
Nate Thompson,Columbus,34,74,72,74,73,69,72,72,72,72,70,70,71,64
Nathan Beaulieu,LosAngeles,26,73,76,75,76,64,60,76,74,73,74,67,49,45
Nathan Gerbe,LosAngeles,31,67,79,55,76,60,72,79,70,71,63,69,57,51
Nathan MacKinnon,Minnesota,23,69,83,71,82,72,70,83,87,86,70,83,53,54
Nathan Walker,Detroit,25,66,67,68,73,74,74,71,65,66,66,66,30,30
Nazem Kadri,New Jersey,28,76,80,72,79,75,60,80,78,77,70,77,62,56
Neal Pionk,Carolina,23,68,72,70,75,68,69,73,73,72,74,69,31,30
Nic Dowd,Ottawa,28,71,72,73,74,72,70,72,72,71,69,70,38,36
Nicholas Baptiste,Carolina,23,70,72,71,73,64,67,73,69,69,67,67,33,31
Nick Bjugstad,Tampa Bay,26,72,72,81,77,74,72,73,75,76,69,74,53,49
Nick Bonino,Montreal,30,73,75,72,77,71,77,75,74,74,72,73,62,56
Nick Cousins,Boston,25,70,72,70,75,72,72,73,73,73,69,70,41,39
Nick Foligno,Montreal,31,76,74,74,78,76,69,74,75,76,72,73,79,82
Nick Holden,Boston,31,75,70,76,76,72,73,70,73,73,74,70,55,50
Nick Jensen,St. Louis,28,67,73,72,75,72,77,73,72,72,71,68,38,36
Nick Lappin,Calgary,26,68,71,71,74,70,73,72,71,71,66,69,33,32
Nick Leddy,Tampa Bay,27,69,77,72,80,80,84,77,78,78,77,74,66,61
Nick Paul,Florida,23,66,70,74,74,73,70,70,69,70,66,69,33,31
Nick Ritchie,San Jose,23,75,72,77,76,69,62,71,71,72,71,72,41,39
Nick Schmaltz,Toronto,22,72,75,71,75,70,70,73,76,75,68,74,38,36
Nick Seeler,Tampa Bay,25,73,63,72,71,65,63,64,69,68,69,64,31,30
Nick Shore,Toronto,26,72,71,73,73,74,73,71,71,72,69,69,45,42
Nicklas Backstrom,Rangers,31,72,82,74,85,79,71,82,90,88,70,75,82,79
Nico Hischier,Buffalo,20,69,75,70,76,70,70,74,76,75,70,75,34,33
Nicolas Deslauriers,Tampa Bay,27,73,72,75,75,71,63,72,72,71,73,70,47,44
Nicolas Petan,Carolina,23,70,72,69,73,69,69,72,70,70,67,67,36,34
Nicolas Roy,Rangers,22,69,72,75,73,72,71,67,68,69,64,64,30,30
Nikita Kucherov,Washington,25,70,83,71,83,76,76,83,89,90,70,85,52,49
Nikita Scherbak,Philly,23,63,72,66,71,63,62,72,69,68,62,65,32,30
Nikita Soshnikov,Florida,25,71,74,69,74,71,75,71,70,71,71,68,35,33
Nikita Zadorov,Buffalo,23,74,70,76,73,70,65,71,72,71,74,68,44,41
Nikita Zaitsev,Edmonton,27,73,74,74,76,70,70,74,75,74,74,69,38,37
Niklas Hjalmarsson,Nashville,31,74,75,78,80,76,76,76,74,73,80,66,74,71
Niklas Kronwall,Carolina,38,73,72,75,78,70,71,72,76,76,76,71,88,83
Nikolai Kulemin,Detroit,32,70,71,73,73,75,75,71,70,70,69,69,73,66
Nikolaj Ehlers,Edmonton,22,68,78,72,79,77,73,78,78,78,71,78,44,42
Nikolay Goldobin,Minnesota,23,68,74,72,74,65,70,74,73,72,70,71,34,32
Nino Neiderreiter,Pittsburgh,26,73,77,73,77,75,73,77,77,77,72,75,59,54
Noel Acciari,Dallas,27,68,68,72,75,74,73,76,71,70,67,69,37,35
Nolan Patrick,Calgary,20,69,74,73,75,66,70,74,74,73,68,71,33,32
Oliver Bjorkstrand,New Jersey,23,67,72,73,76,73,75,76,74,75,68,71,37,35
Oliver Ekman-Larsson,Colorado,27,69,81,71,83,80,65,81,79,80,75,81,66,71
Olli Maata,San Jose,24,71,74,73,76,58,75,74,74,74,77,67,49,45
Ondrej Kase,New Jersey,23,70,74,73,76,75,75,76,74,74,70,75,37,35
Ondrej Palat,Ottawa,27,75,75,72,78,73,71,76,79,79,75,74,53,54
Oscar Klefbom,Rangers,25,73,70,75,79,71,70,74,75,75,77,72,46,43
Oscar Lindberg,Minnesota,27,72,72,72,75,70,69,72,73,72,69,72,43,40
Oskar Lindblom,Colorado,22,69,72,70,74,65,67,69,68,72,64,67,31,30
Oskar Sundqvist,Washington,24,66,69,73,74,73,70,76,72,72,68,70,35,33
P.E Bellemare,Boston,33,73,72,72,75,70,70,71,72,71,69,71,49,47
P.K. Subban,Vancouver,29,77,81,74,84,78,58,81,85,84,77,78,68,61
Patric Hornqvist,Rangers,32,73,78,66,77,70,71,78,77,78,70,77,72,65
Patrice Bergeron,Rangers,33,74,80,73,82,77,73,80,82,83,80,79,92,88
Patrick Eaves,Chicago,34,74,75,65,74,50,74,75,70,70,72,70,73,64
Patrick Kane,Anaheim,30,69,88,68,85,73,77,88,89,93,69,87,82,75
Patrick Marleau,Anaheim,39,70,80,75,80,99,82,80,77,77,71,76,99,99
Patrick Maroon,Philly,30,77,72,79,76,73,60,73,76,74,70,73,55,50
Patrik Berglund,LosAngeles,30,64,75,75,77,76,76,75,73,75,71,74,74,67
Patrik Laine,Carolina,20,71,79,74,79,70,71,79,77,80,69,83,38,37
Patrik Nemeth,Toronto,27,71,69,77,75,70,73,69,71,73,74,63,42,39
Paul Byron,Philly,29,70,78,62,76,73,73,77,73,75,71,74,55,54
Paul Carey,Toronto,30,71,68,70,70,70,69,69,72,72,69,71,38,34
Paul Ladue,Rangers,26,70,71,72,71,72,70,70,70,68,70,70,32,31
Paul Martin,Columbus,37,63,70,72,74,57,77,70,71,71,73,67,88,78
Paul Postma,St. Louis,29,67,69,73,74,71,77,71,71,71,71,66,46,40
Paul Stastny,Vancouver,33,68,77,74,81,68,74,78,79,78,71,75,83,75
Pavel Buchnevich,New Jersey,23,68,70,74,76,73,72,76,75,74,68,73,36,35
Pavel Zacha,St. Louis,21,71,72,74,75,68,69,72,73,72,70,70,38,36
Peter Cehlarik,St. Louis,23,65,70,71,75,75,73,72,68,69,67,69,31,30
Peter Holland,Chicago,28,69,73,72,72,71,73,74,72,72,68,71,49,44
Phil Kessel,Anaheim,31,67,85,68,82,84,79,85,84,86,67,79,88,80
Phillip Danault,St. Louis,25,72,72,74,78,73,68,72,77,76,71,71,42,39
Pontus Aberg,Colorado,25,71,72,72,71,71,70,72,72,72,68,71,34,33
Radek Faksa,Florida,25,73,72,77,76,76,70,74,74,74,72,73,42,40
Radko Gudas,Boston,28,81,67,77,76,70,50,66,72,71,76,65,52,48
Rasmus Andersson,Columbus,22,69,72,70,74,65,67,69,68,72,64,67,31,30
Rasmus Ristolainen,Rangers,24,75,76,75,81,73,70,76,81,80,75,73,51,48
Reid Boucher,St. Louis,25,69,72,68,74,72,70,72,71,71,68,70,40,36
Reilly Smith,Phoenix,27,73,78,72,79,77,76,77,78,77,73,76,58,58
Remi Elie,Vancouver,23,69,70,72,73,68,69,69,69,70,68,68,35,34
Richard Panik,LosAngeles,28,72,76,72,74,74,70,75,72,74,68,74,52,47
Rickard Rakell,Colorado,25,73,75,73,78,72,74,75,77,77,71,77,50,46
Riley Nash,Dallas,29,72,73,71,75,70,75,73,73,72,72,71,56,51
Riley Sheahan,Ottawa,27,73,72,77,76,75,77,74,72,72,71,71,54,49
Rinat Valiev,Colorado,23,65,66,71,70,66,52,66,68,65,67,60,31,30
Rob O'Gara,Pittsburgh,25,71,67,73,71,71,67,68,68,69,71,66,32,31
Robert Hagg,Colorado,24,69,73,73,75,69,64,74,73,73,74,69,34,33
Rocco Grimaldi,Anaheim,26,70,72,66,69,70,72,72,71,70,68,70,34,31
Roland McKeown,Carolina,23,67,69,71,73,69,66,69,69,69,70,65,30,30
Roman Josi,Tampa Bay,28,72,80,74,82,78,76,80,84,83,82,77,60,66
Roman Polak,Dallas,32,75,70,80,76,69,59,70,69,69,76,65,76,67
Ron Hainsey,San Jose,37,65,70,75,78,73,77,70,73,71,78,62,95,84
Ryan Callahan,Columbus,33,77,75,67,76,65,73,75,71,72,72,70,77,73
Ryan Carpenter,Columbus,28,69,72,72,73,69,72,73,72,70,69,70,35,33
Ryan Donato,Pittsburgh,22,63,67,70,62,69,64,74,62,72,70,70,30,30
Ryan Dzingel,Nashville,26,69,75,71,75,74,74,74,76,74,69,75,41,39
Ryan Ellis,Florida,28,68,79,65,77,66,75,79,78,78,76,74,56,56
Ryan Getzlaf,Washington,33,78,73,83,85,74,68,73,85,83,77,75,89,90
Ryan Hartman,Anaheim,25,72,72,74,76,75,75,77,73,73,70,72,40,38
Ryan Johansen,Nashville,26,69,75,77,81,75,79,76,81,81,70,74,62,62
Ryan Kesler,Anaheim,34,77,74,77,78,73,57,74,77,77,74,73,91,86
Ryan McDonagh,Chicago,29,74,77,78,83,73,71,77,78,78,81,72,64,58
Ryan Murphy,Colorado,25,66,75,66,74,70,74,75,73,71,73,67,42,38
Ryan Murray,Ottawa,25,72,74,72,77,70,68,75,75,76,76,71,47,43
Ryan Nugent-Hopkins,Edmonton,25,70,77,74,78,71,72,75,78,78,75,75,59,59
Ryan O'Reilly,Dallas,28,72,78,72,82,76,85,76,81,79,73,77,71,65
Ryan Pulock,Pittsburgh,24,72,72,77,76,75,73,72,73,73,73,72,35,33
Ryan Reaves,Dallas,32,81,70,81,76,74,48,71,71,71,70,72,62,57
Ryan Spooner,Anaheim,27,68,78,65,75,68,74,77,76,76,71,72,48,44
Ryan Strome,Edmonton,25,68,76,70,77,73,70,75,74,73,69,71,51,48
Ryan Suter,Edmonton,34,81,73,78,88,78,76,72,81,80,83,70,93,89
Sam Bennett,Toronto,22,68,72,74,77,77,74,78,73,72,71,72,45,42
Sam Gagner,Boston,29,65,77,65,76,70,72,77,74,73,65,71,79,72
Sam Reinhart,Winnipeg,23,67,75,71,78,75,76,75,78,79,69,75,45,42
Sami Niku,Minnesota,22,66,70,70,72,63,68,63,69,70,67,60,30,30
Sami Vatanen,Islanders,27,70,78,66,78,72,70,78,78,77,76,72,52,48
Samuel Blais,Phoenix,22,63,66,71,68,66,60,62,68,69,69,68,30,30
Samuel Morin,St. Louis,23,67,67,72,73,75,68,71,67,67,68,67,30,30
Scott Harrington,Buffalo,25,68,71,74,74,70,70,72,70,70,71,68,36,33
Scott Laughton,Winnipeg,24,72,72,72,76,72,72,72,74,73,71,71,43,39
Scott Mayfield,Vancouver,26,74,68,74,72,70,61,69,72,71,73,68,36,33
Scott Wilson,Philly,26,68,71,71,70,69,70,71,71,71,68,71,41,38
Scottie Upshall,Winnipeg,35,74,73,69,73,50,63,73,72,71,67,71,82,71
Sean Couturier,Boston,26,75,77,76,81,77,71,76,79,79,71,79,61,56
Sean Kuraly,Philly,26,70,70,72,73,68,68,71,72,71,67,70,35,33
Sean Monahan,San Jose,24,70,76,74,82,79,78,76,80,80,70,80,54,55
Sebastian Aho,Toronto,23,64,66,69,72,64,72,65,69,70,68,63,39,37
Sebastian Aho,Pittsburgh,21,69,76,69,78,71,69,76,79,79,69,77,39,37
Seth Jones,Minnesota,24,72,74,80,82,74,75,76,83,82,80,77,54,50
Shane Gersich,Carolina,22,66,61,68,67,70,73,60,64,69,66,66,30,30
Shane Prince,Tampa Bay,26,69,73,69,74,74,73,73,73,72,70,70,39,36
Shawn Matthias,Chicago,30,70,72,75,73,60,72,70,71,72,69,72,67,60
Shayne Gostisbehere,Colorado,25,70,79,69,80,77,73,80,82,82,74,76,44,41
Shea Theodore,New Jersey,23,70,77,74,78,69,70,77,77,77,76,72,37,35
Shea Weber,Dallas,33,82,74,83,84,69,64,74,79,79,85,78,86,87
Sidney Crosby,Dallas,31,75,85,71,87,75,70,85,95,94,71,85,86,87
Slater Koekkoek,Toronto,24,71,69,73,72,69,73,70,71,72,68,66,36,33
Sonny Milano,Pittsburgh,22,60,76,64,73,68,74,76,68,72,58,71,34,32
Spencer Foo,Nashville,24,64,66,63,68,70,50,66,65,65,58,63,30,30
Stefan Matteau,Anaheim,24,65,67,70,74,73,68,75,69,69,66,69,35,32
Stefan Noesen,Buffalo,25,72,70,74,71,68,66,71,73,73,69,70,38,35
Stephen Johns,Nashville,26,72,70,75,73,71,70,71,73,72,72,68,39,37
Steve Bernier,Pittsburgh,33,70,68,75,73,65,71,73,71,72,68,70,73,65
Steven Fogarty,Florida,25,71,66,72,70,69,65,67,66,66,65,66,30,30
Steven Stamkos,Chicago,29,74,82,70,86,77,73,82,89,86,72,85,73,76
Sven Andrighetto,Colorado,25,69,75,69,73,70,67,75,74,74,68,71,40,37
Sven Baertschi,Rangers,26,68,74,71,76,72,76,74,73,74,69,72,48,43
T.J. Brodie,Carolina,28,72,75,73,83,77,78,76,78,77,80,72,62,56
T.J. Oshie,Carolina,32,73,77,71,79,71,70,76,78,79,70,78,73,66
Tage Thompson,Tampa Bay,21,72,68,76,74,63,65,71,68,70,66,69,31,31
Tanner Kero,Boston,26,68,69,69,69,69,68,71,70,69,69,65,35,33
Tanner Pearson,St. Louis,26,69,75,73,76,75,69,74,76,76,71,73,49,46
