name,teamName,jersey,age,it,sp,st,en,du,di,sk,pa,pc,df,sc,ex,ld,ht,wt
Erik Johnson,Anaheim,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,76,225
Erik Karlsson,Washington,68,30,0,0,0,0,0,0,0,0,0,0,0,0,0,72,190
Esa Lindell,Buffalo,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,75,215
Ethan Bear,Minnesota,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,71,197
Evan Rodrigues,Detroit,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,71,184
Evander Kane,Pittsburgh,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,74,210
Evgeni Malkin,Anaheim,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,75,195
Evgeny Dadonov,Chicago,74,31,0,0,0,0,0,0,0,0,0,0,0,0,0,71,185
Evgeny Kuznetsov,Minnesota,91,28,0,0,0,0,0,0,0,0,0,0,0,0,0,74,197
Fabian Brunnstrom,Phoenix,61,35,0,0,0,0,0,0,0,0,0,0,0,0,0,73,206
Filip Chlapik,Tampa Bay,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,73,194
Filip Chytil,Colorado,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,74,206
Filip Forsberg,Minnesota,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,73,205
Filip Hronek,Colorado,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,72,183
Frank Vatrano,St. Louis,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,69,197
Frans Nielsen,Tampa Bay,53,36,0,0,0,0,0,0,0,0,0,0,0,0,0,73,186
Freddie Hamilton,Ottawa,76,29,0,0,0,0,0,0,0,0,0,0,0,0,0,73,195
Frederik Gauthier,Columbus,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,77,239
Fredrik Claesson,Toronto,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,73,196
Gabriel Bourque,Buffalo,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,70,206
Gabriel Landeskog,Nashville,90,28,0,0,0,0,0,0,0,0,0,0,0,0,0,73,215
Garnet Hathaway,Nashville,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,74,210
Gavin Bayreuther,Nashville,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,73,195
Gemel Smith,Islanders,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,70,196
Greg McKegg,Washington,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,72,192
Greg Pateryn,Philly,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,75,220
Griffin Reinhart,Philly,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,76,212
Gustav Forsling,Carolina,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,72,186
Gustav Nyquist,Columbus,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,71,179
Gustav Olofsson,Detroit,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,75,200
Hampus Lindholm,Minnesota,48,26,0,0,0,0,0,0,0,0,0,0,0,0,0,75,208
Haydn Fleury,Buffalo,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,75,208
Henrik Borgstrom,Toronto,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,75,199
Henrik Haapala,Nashville,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,69,165
Henrik Samuelsson,Nashville,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,75,219
Henrik Zetterberg,Florida,48,40,0,0,0,0,0,0,0,0,0,0,0,0,0,72,197
Hudson Fasching,New Jersey,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,75,204
Hunter Shinkaruk,Buffalo,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,70,181
Ian Cole,Detroit,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,73,225
Ian McCoshen,Minnesota,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,75,210
Igor Ozhiganov,Carolina,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,74,210
Iiro Pakarinen,LosAngeles,64,29,0,0,0,0,0,0,0,0,0,0,0,0,0,73,212
Ilya Kovalchuk,New Jersey,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,75,222
Ivan Barbashev,Toronto,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,72,187
Ivan Provorov,Anaheim,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,73,201
Jaccob Slavin,San Jose,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,75,207
Jack Eichel,Carolina,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,74,203
Jack Johnson,Winnipeg,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,73,227
Jack Roslovic,Minnesota,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,73,187
Jacob De La Rose,Winnipeg,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,75,215
Jacob Larsson,Winnipeg,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,74,190
Jacob Trouba,New Jersey,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,75,209
Jaden Schwartz,Carolina,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,70,190
Jake Bischoff,Pittsburgh,45,26,0,0,0,0,0,0,0,0,0,0,0,0,0,73,194
Jake Chelios,Toronto,45,29,0,0,0,0,0,0,0,0,0,0,0,0,0,74,185
Jake DeBrusk,San Jose,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,72,188
Jake Evans,St. Louis,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,73,181
Jake Gardiner,New Jersey,54,30,0,0,0,0,0,0,0,0,0,0,0,0,0,74,203
Jake Guentzel,Anaheim,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,71,180
Jake McCabe,Minnesota,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,73,204
Jake Muzzin,Carolina,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,75,217
Jake Virtanen,Buffalo,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,73,226
Jake Walman,Toronto,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,73,170
Jakob Chychrun,Buffalo,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,74,210
Jakob Silfverberg,Colorado,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,74,208
Jakub Voracek,Toronto,93,31,0,0,0,0,0,0,0,0,0,0,0,0,0,74,214
Jakub Vrana,Nashville,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,72,195
Jakub Zboril,St. Louis,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,72,200
James Neal,Florida,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,74,212
James van Riemsdyk,Boston,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,75,217
James Wisniewski,Islanders,45,36,0,0,0,0,0,0,0,0,0,0,0,0,0,71,203
Jamie Benn,San Jose,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,74,210
Jamie McGinn,Vancouver,65,32,0,0,0,0,0,0,0,0,0,0,0,0,0,73,205
Jamie Oleksiak,Boston,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,79,255
Jan Rutta,Ottawa,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,75,204
Jared McCann,St. Louis,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,73,185
Jared Spurgeon,Anaheim,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,69,167
Jared Staal,Phoenix,54,30,0,0,0,0,0,0,0,0,0,0,0,0,0,76,210
Jaromir Jagr,Winnipeg,71,48,0,0,0,0,0,0,0,0,0,0,0,0,0,75,230
Jason Chimera,Carolina,33,41,0,0,0,0,0,0,0,0,0,0,0,0,0,75,215
Jason Demers,Tampa Bay,66,32,0,0,0,0,0,0,0,0,0,0,0,0,0,73,195
Jason Dickinson,Winnipeg,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,74,200
Jason Garrison,Vancouver,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,73,218
Jason Pominville,Montreal,52,38,0,0,0,0,0,0,0,0,0,0,0,0,0,72,180
Jason Spezza,Washington,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,75,216
Jason Zucker,Vancouver,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,71,192
Jay Beagle,Islanders,84,35,0,0,0,0,0,0,0,0,0,0,0,0,0,75,210
Jay Bouwmeester,Anaheim,41,37,0,0,0,0,0,0,0,0,0,0,0,0,0,76,206
Jayce Hawryluk,Carolina,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,71,196
Jayson Megna,Chicago,67,30,0,0,0,0,0,0,0,0,0,0,0,0,0,73,195
Jean-Gabriel Pageau,Chicago,44,28,0,0,0,0,0,0,0,0,0,0,0,0,0,70,180
Jean-Sebastien Dea,Detroit,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,71,168
Jeff Carter,Toronto,47,36,0,0,0,0,0,0,0,0,0,0,0,0,0,75,219
Jeff Petry,Toronto,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,75,201
Jeff Skinner,LosAngeles,62,28,0,0,0,0,0,0,0,0,0,0,0,0,0,71,195
Jerry D'Amigo,Calgary,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,71,200
Jesper Bratt,San Jose,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,70,175
Jesper Fast,Minnesota,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,72,191
Jesperi Kotkaniemi,Winnipeg,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,74,198
Jesse Puljujarvi,Calgary,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,76,201
Jimmy Hayes,Rangers,48,31,0,0,0,0,0,0,0,0,0,0,0,0,0,77,215
Jimmy Schuldt,Montreal,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,73,203
Jimmy Vesey,Boston,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,75,202
Jiri Tlusty,Detroit,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,72,205
Joakim Lindstrom,Anaheim,45,37,0,0,0,0,0,0,0,0,0,0,0,0,0,72,187
Joakim Ryan,Nashville,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,71,185
Joe Colborne,Islanders,43,30,0,0,0,0,0,0,0,0,0,0,0,0,0,77,221
Joe Hicketts,Carolina,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,68,180
Joe Pavelski,New Jersey,44,36,0,0,0,0,0,0,0,0,0,0,0,0,0,71,195
Joe Thornton,Toronto,39,41,0,0,0,0,0,0,0,0,0,0,0,0,0,76,220
Joel Armia,Vancouver,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,75,213
Joel Edmundson,Florida,82,27,0,0,0,0,0,0,0,0,0,0,0,0,0,76,215
Joel L'Esperance,Washington,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,74,215
Joel Ward,Washington,43,40,0,0,0,0,0,0,0,0,0,0,0,0,0,73,225
Joey Hishon,LosAngeles,42,29,0,0,0,0,0,0,0,0,0,0,0,0,0,70,170
Johan Larsson,Calgary,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,71,204
Johan Sundstrom,Minnesota,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,75,201
John Carlson,Edmonton,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,75,217
John Gilmour,San Jose,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,72,188
John Hayden,Columbus,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,75,215
John Klingberg,Minnesota,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,74,190
John Moore,Toronto,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,74,210
John Persson,Washington,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,75,222
John Quenneville,Vancouver,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,73,195
John Tavares,St. Louis,92,30,0,0,0,0,0,0,0,0,0,0,0,0,0,73,215
Johnny Boychuk,Islanders,56,36,0,0,0,0,0,0,0,0,0,0,0,0,0,74,227
Johnny Gaudreau,Rangers,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,69,165
Johnny Oduya,Carolina,53,39,0,0,0,0,0,0,0,0,0,0,0,0,0,72,191
Jon Merrill,Rangers,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,75,195
Jonas Brodin,St. Louis,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,73,194
Jonathan Drouin,Rangers,45,25,0,0,0,0,0,0,0,0,0,0,0,0,0,72,197
Jonathan Ericsson,New Jersey,64,36,0,0,0,0,0,0,0,0,0,0,0,0,0,76,218
Jonathan Huberdeau,Rangers,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,73,202
Jonathan Racine,LosAngeles,63,27,0,0,0,0,0,0,0,0,0,0,0,0,0,74,194
Jonathan Toews,Ottawa,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,74,201
Jonny Brodzinski,Carolina,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,73,215
Joonas Donskoi,Washington,73,28,0,0,0,0,0,0,0,0,0,0,0,0,0,72,190
Jordan Caron,Tampa Bay,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,75,204
Jordan Eberle,Nashville,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,71,187
Jordan Greenway,Carolina,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,78,225
Jordan Martinook,Ottawa,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,72,196
Jordan Nolan,Tampa Bay,70,31,0,0,0,0,0,0,0,0,0,0,0,0,0,75,219
Jordan Oesterle,LosAngeles,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,72,182
Jordan Schroeder,LosAngeles,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,69,170
Jordan Staal,Toronto,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,76,220
Jordan Weal,Detroit,69,28,0,0,0,0,0,0,0,0,0,0,0,0,0,70,180
Jordie Benn,St. Louis,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,74,199
Jori Lehtera,Winnipeg,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,74,212
Joseph Blandisi,Montreal,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,72,187
Josh Anderson,Tampa Bay,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,75,222
Josh Archibald,Columbus,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,70,176
Josh Jooris,Toronto,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,73,198
Josh Leivo,Toronto,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,74,192
Josh Manson,Columbus,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,75,224
Josh Morrissey,Pittsburgh,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,72,195
Juho Lammikko,Vancouver,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,74,191
Jujhar Khaira,Rangers,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,76,212
Julius Honka,Anaheim,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,71,180
Jussi Jokinen,Chicago,49,37,0,0,0,0,0,0,0,0,0,0,0,0,0,72,191
Justin Abdelkader,Montreal,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,74,213
Justin Auger,Boston,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,78,232
Justin Bailey,LosAngeles,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,76,214
Justin Braun,Colorado,61,33,0,0,0,0,0,0,0,0,0,0,0,0,0,74,205
Justin Faulk,Nashville,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,72,217
Justin Kloos,Nashville,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,69,175
Justin Schultz,Washington,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,74,193
Justin Williams,Pittsburgh,24,39,0,0,0,0,0,0,0,0,0,0,0,0,0,73,184
Juuso Riikola,San Jose,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,72,189
Kalle Kossila,Dallas,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,70,182
Karl Alzner,Vancouver,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,75,213
Kasperi Kapanen,Rangers,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,73,194
Keaton Ellerby,Detroit,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,77,220
Keith Aulie,Buffalo,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,78,222
Keith Yandle,Washington,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,73,192
Kenny Agostino,Philly,75,28,0,0,0,0,0,0,0,0,0,0,0,0,0,72,204
Kerby Rychel,New Jersey,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,73,213
Kevan Miller,Winnipeg,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,74,210
Kevin Connauton,Columbus,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,74,205
Kevin Czuczman,Columbus,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,74,206
Kevin Fiala,Anaheim,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,70,193
Kevin Gravel,Philly,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,76,205
Kevin Hayes,Minnesota,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,77,216
Kevin Labanc,Philly,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,71,185
Kevin Shattenkirk,Toronto,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,72,203
Kevin Stenlund,Minnesota,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,76,210
Klas Dahlbeck,Boston,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,75,207
Kris Russell,Montreal,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,70,170
Kris Versteeg,Pittsburgh,50,34,0,0,0,0,0,0,0,0,0,0,0,0,0,71,176
Kurtis Gabriel,Anaheim,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,76,200
Kyle Chipchura,Islanders,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,74,203
Kyle Clifford,Buffalo,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,74,211
Kyle Connor,Minnesota,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,73,182
Kyle Cumiskey,Phoenix,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,71,180
Kyle Okposo,Florida,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,72,216
Kyle Palmieri,Winnipeg,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,71,185
Kyle Turris,Tampa Bay,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,73,190
Landon Ferraro,Pittsburgh,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,72,173
Lars Eller,Washington,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,74,205
Laurent Dauphin,Vancouver,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,73,180
Lawson Crouse,Dallas,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,76,220
Leo Komarov,Florida,47,33,0,0,0,0,0,0,0,0,0,0,0,0,0,71,209
Leon Draisaitl,Florida,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,74,208
Liam O'Brien,LosAngeles,87,26,0,0,0,0,0,0,0,0,0,0,0,0,0,73,213
Lias Andersson,Winnipeg,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,72,190
Logan Couture,Minnesota,52,31,0,0,0,0,0,0,0,0,0,0,0,0,0,73,200
Logan Shaw,Edmonton,42,28,0,0,0,0,0,0,0,0,0,0,0,0,0,75,208
Loui Eriksson,Montreal,28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,74,179
Louie Belpedio,Colorado,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,71,196
Luca Sbisa,Washington,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,74,206
Lucas Wallmark,New Jersey,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,72,178
Lukas Sedlak,Nashville,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,72,205
Luke Glendening,Winnipeg,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,71,191
Luke Kunin,Anaheim,37,23,0,0,0,0,0,0,0,0,0,0,0,0,0,72,197
Luke Schenn,Buffalo,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,74,227
Luke Witkowski,Ottawa,53,30,0,0,0,0,0,0,0,0,0,0,0,0,0,74,217
Mackenzie MacEachern,Carolina,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,74,190
Madison Bowey,LosAngeles,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,74,202
Magnus Paajarvi,Chicago,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,75,206
Marc Methot,Buffalo,38,35,0,0,0,0,0,0,0,0,0,0,0,0,0,76,230
Marc Staal,Florida,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,76,209
Marc-Edouard Vlasic,San Jose,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,73,205
Marco Scandella,Boston,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,75,212
Marcus Foligno,Tampa Bay,82,29,0,0,0,0,0,0,0,0,0,0,0,0,0,75,224
Marcus Johansson,Columbus,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,73,205
Marcus Pettersson,Islanders,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,76,177
Marcus Sorensen,Dallas,44,28,0,0,0,0,0,0,0,0,0,0,0,0,0,71,175
Marek Hrivik,LosAngeles,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,74,197
Marian Gaborik,Vancouver,52,38,0,0,0,0,0,0,0,0,0,0,0,0,0,73,200
Mark Barberio,Philly,55,30,0,0,0,0,0,0,0,0,0,0,0,0,0,73,200
Mark Borowiecki,Tampa Bay,75,31,0,0,0,0,0,0,0,0,0,0,0,0,0,73,204
Mark Giordano,Florida,22,37,0,0,0,0,0,0,0,0,0,0,0,0,0,72,200
Mark Jankowski,Toronto,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,76,212
Mark Letestu,Toronto,55,35,0,0,0,0,0,0,0,0,0,0,0,0,0,70,195
Mark Pysyk,Chicago,37,29,0,0,0,0,0,0,0,0,0,0,0,0,0,73,196
Mark Scheifele,Minnesota,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,75,207
Mark Stone,Toronto,62,28,0,0,0,0,0,0,0,0,0,0,0,0,0,75,202
Marko Dano,Pittsburgh,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,71,201
Markus Granlund,Minnesota,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,72,180
Markus Hannikainen,Washington,42,27,0,0,0,0,0,0,0,0,0,0,0,0,0,73,200
Markus Nutivaara,Washington,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,73,187
Martin Frk,Anaheim,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,73,205
Martin Marincin,Philly,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,77,217
Mason Appleton,Rangers,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,74,193
Mason Raymond,Dallas,26,35,0,0,0,0,0,0,0,0,0,0,0,0,0,73,179
Mathew Barzal,Pittsburgh,52,23,0,0,0,0,0,0,0,0,0,0,0,0,0,72,187
Mathieu Joseph,Edmonton,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,73,190
Mathieu Perreault,Tampa Bay,85,33,0,0,0,0,0,0,0,0,0,0,0,0,0,70,188
Mats Zuccarello,Pittsburgh,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,68,178
Matt Bartkowski,Boston,65,32,0,0,0,0,0,0,0,0,0,0,0,0,0,73,198
Matt Beleskey,Chicago,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0,72,207
Matt Calvert,Carolina,40,31,0,0,0,0,0,0,0,0,0,0,0,0,0,71,186
Matt Duchene,Chicago,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,71,195
Matt Dumba,Edmonton,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,72,180
Matt Grzelcyk,Florida,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,69,174
Matt Hunwick,Chicago,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,71,194
Matt Luff,Carolina,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,74,196
Matt Martin,Rangers,43,31,0,0,0,0,0,0,0,0,0,0,0,0,0,75,220
Matt Niskanen,Chicago,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,73,203
Matt Puempel,Florida,73,27,0,0,0,0,0,0,0,0,0,0,0,0,0,73,205
Matt Read,Tampa Bay,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,70,188
Matt Stajan,Washington,45,37,0,0,0,0,0,0,0,0,0,0,0,0,0,73,195
Matt Watkins,Phoenix,45,34,0,0,0,0,0,0,0,0,0,0,0,0,0,70,181
Matthew Benning,Washington,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,73,203
Matthew Highmore,Edmonton,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,71,188
Matthew Peca,Montreal,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,68,182
Matthew Tkachuk,Columbus,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,74,202
Mattias Ekholm,St. Louis,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,76,215
Max Domi,San Jose,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,70,192
Max McCormick,Chicago,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,71,188
Max Pacioretty,Carolina,73,32,0,0,0,0,0,0,0,0,0,0,0,0,0,74,215
Max Reinhart,Phoenix,60,28,0,0,0,0,0,0,0,0,0,0,0,0,0,73,195
Max Veronneau,Tampa Bay,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,72,193
Maxim Lapierre,Washington,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,74,215
Maxim Letunov,Colorado,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,76,180
Maxim Mamin,St. Louis,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,74,206
Melker Karlsson,Ottawa,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,72,180
Michael Bunting,Nashville,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,71,197
Michael Chaput,Ottawa,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,74,199
Michael Dal Colle,Detroit,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,75,204
Michael Del Zotto,Washington,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,72,195
Michael Frolik,Columbus,70,32,0,0,0,0,0,0,0,0,0,0,0,0,0,73,190
Michael Grabner,LosAngeles,54,33,0,0,0,0,0,0,0,0,0,0,0,0,0,73,188
Michael Latta,Calgary,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,72,188
Michael Matheson,Vancouver,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,74,188
Michael McCarron,Montreal,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,78,230
Michael Paliotta,Ottawa,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,76,207
Michael Raffl,Boston,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,72,200
